# step time total_mass total_momentum_x total_momentum_y total_energy
0 0 200.23427575617237 200.23427575617237 4.0046855151234482 9039.1873618575119
100 0.2020241066703129 200.23412606178468 199.23090050826852 3.6855167959849351 9039.1750914247896
200 0.40203691839671363 200.23386348226802 198.96163617783014 3.380360780519903 9039.1555636418216
300 0.60618143343014885 200.233212613495 198.86003351530616 3.070700476385662 9039.11152498091
400 0.81036470168747077 200.23528189541148 198.75567034746044 2.7611478306615354 9039.2424774092087
500 1.0145574674643743 200.2172342124764 198.54244017096585 2.4503329553243591 9038.0628817317029
600 1.2208515720522142 200.28772752944906 198.70081741258039 2.1454341936019503 9042.7183031290406
700 1.4292511866189843 200.42709860705938 199.23967784869657 1.8611958669319995 9052.0310981535149
800 1.6376590718953026 200.37804171840421 199.52422070951329 1.5892796964416116 9049.4355397550498
900 1.8461032247321929 200.21255431304877 199.71416276882928 1.3159403078545766 9039.4866047333799
1000 2.0545616433926841 200.11570350058628 199.82791111650917 1.0413222236805868 9033.7154787876425
1100 2.2630272795736617 200.11432555741649 199.77803543870428 0.77858245860041952 9033.7194513178874
1200 2.4714775564609335 200.14595719618015 199.66590301740624 0.54551319047000224 9035.7141312515887
1300 2.6799497853813858 200.16865604233806 199.59748080359404 0.35926189376090006 9037.1958644459537
1400 2.8884289305374269 200.17769326373141 199.58155948161081 0.22995063469934987 9037.8802357433651
1500 3.0968804199157187 200.18013817937728 199.58857337081957 0.15409624848974071 9038.1808082322459
1600 3.3042131076747494 200.18038813162488 199.60535319271793 0.11916271104710285 9038.3536654019117
1700 3.5126460722011403 200.1797136198538 199.63139003949107 0.10813277927501498 9038.4733659157409
1800 3.7210913715437228 200.17836604387981 199.66161360367718 0.10345130597223681 9038.5517093365052
1900 3.9295464071433197 200.17631842720732 199.69043574141406 0.092938382663635771 9038.5843523629937
2000 4.1380047207176869 200.17286880420403 199.71185089474599 0.07414972121670374 9038.5227933331262
2100 4.3464657519337484 200.16617814470141 199.71939141636247 0.051077012606403738 9038.2461525731396
2200 4.5549311978146303 200.15561534455725 199.71445198698166 0.028086373366596334 9037.7160013829398
2300 4.7634011023773093 200.14432240398833 199.70707510446471 0.0073044699230969418 9037.1368333019927
2400 4.9718742357073324 200.13632438904696 199.70199560755688 -0.010331448092164849 9036.7631241663858
2500 5.1803492405076046 200.13270882078649 199.69800466958296 -0.023914097031967348 9036.6615031600595
2600 5.3888254559982052 200.13146656836946 199.69493066209677 -0.032880861084686519 9036.7074112632636
2700 5.5973029946289881 200.13011560943306 199.69376770840552 -0.037566179380619132 9036.747806389847
2800 5.8042314609102723 200.12775108141881 199.69447520128602 -0.038813061140893917 9036.7254714223254
2900 6.0126964805625791 200.12467615861206 199.6957946695205 -0.037391514335162961 9036.6598101211039
3000 6.22116434133713 200.12139622912258 199.69641614667364 -0.034190339456849898 9036.5800117569743
3100 6.4296351254694049 200.11809428343102 199.6957704039026 -0.030750061183492459 9036.4969258946239
3200 6.6381086636956264 200.11476860854901 199.69379155220503 -0.028691279848870779 9036.4104602548432
3300 6.8465845116397785 200.11140780776094 199.69052721490337 -0.028547269646122735 9036.3200039662079
3400 7.0550622925082127 200.1080269164168 199.68605276995655 -0.029570389913065716 9036.2265268943611
3500 7.263541880529794 200.10464968215214 199.68053858812894 -0.030703826547933893 9036.1315663103451
3600 7.4720232620697109 200.10131718257043 199.67433567871208 -0.031435624817383177 9036.037904041721
3700 7.6805063850754927 200.09808958581792 199.66792929488614 -0.031827859216393584 9035.9496575304493
3800 7.8889911986074255 200.09500012423936 199.66168963908251 -0.032164617373547602 9035.8691708974929
3900 8.0974777619644467 200.09201428057457 199.65565709515587 -0.032750125307175776 9035.7942581597435
4000 8.3042387712190386 200.08908476680827 199.6496463978186 -0.03387879401034681 9035.7207664349535
4100 8.5127178396221943 200.08612251860268 199.64326677652878 -0.035870693509387375 9035.6446031990308
4200 8.7211990885041715 200.08316822056889 199.63637243686517 -0.038961062702019753 9035.5671228783358
4300 8.9296827408108843 200.08026332608017 199.62888692130761 -0.043259275810616761 9035.4907608127724
4400 9.1381690269953317 200.07743571496616 199.62081498851035 -0.048705124565581744 9035.4171996300774
4500 9.3466581329576819 200.07469071132095 199.61220840410783 -0.055080419239002219 9035.3467747523082
4600 9.5551501550455349 200.07202272686541 199.60314237983269 -0.062054508382803665 9035.2791717989712
4700 9.763645061721375 200.0694256312309 199.59369715515678 -0.069234485628233366 9035.2140514188304
4800 9.9721426677735518 200.06689479729241 199.58394740840765 -0.076201506846414135 9035.1511640639546
4900 10.180639910412957 200.06442563670188 199.57395662113726 -0.08253405262391536 9035.0902527996986
5000 10.389125918665346 200.06201324438473 199.56377626800071 -0.087828612812009113 9035.0310293507118
5100 10.597612219238748 200.0596527608416 199.55344558573518 -0.091716636130671172 9034.9732105071416
5200 10.804243979554743 200.05736098979594 199.54308971139815 -0.093865832697640803 9034.917081037107
5300 11.012732096467056 200.05509516849963 199.53255011640275 -0.094058671347615683 9034.8615356853315
5400 11.221220825255218 200.05287680879712 199.52194558395087 -0.092091570264317385 9034.8071285059414
5500 11.429710692085294 200.05070864431798 199.51130421265273 -0.087886064768349634 9034.7540291096684
5600 11.638202243519977 200.04859431396568 199.50065672926263 -0.081468975166344201 9034.7024632407556
5700 11.846695997007961 200.04653693960637 199.49003598355202 -0.072977325207635682 9034.6526245970326
5800 12.055192400553594 200.04453781141879 199.47947318583977 -0.062654024047259185 9034.6045904445582
5900 12.263691797454745 200.04259642408974 199.46899535799932 -0.050839482265059383 9034.5583218996617
6000 12.472181965819525 200.04071163623269 199.45862498653986 -0.03796240548337608 9034.5137310125247
6100 12.68066593100446 200.03888225327199 199.44837695641991 -0.024525208123309827 9034.4707269461833
6200 12.889147324930256 200.03710746608803 199.43825864662551 -0.011087817455003895 9034.4292387600835
6300 13.097626354662619 200.03538693192004 199.42827198720693 0.0017504465966342309 9034.3892210445283
6400 13.304244021008222 200.03373531407613 199.41850167148544 0.013273851610195425 9034.350990578625
6500 13.512730680180487 200.03212307507826 199.40876546068341 0.023077764655688782 9034.3138544844023
6600 13.721215708685685 200.0305656850864 199.39914637946185 0.030463329517789545 9034.2781677418716
6700 13.929699483962072 200.02906358027644 199.38964123365739 0.03489066969264995 9034.2439516607174
6800 14.138182505329022 200.02761724378365 199.38024830614233 0.035892156345756987 9034.2112399069956
6900 14.346665360833553 200.02622675499819 199.37096853860282 0.033100452750972786 9034.1800499556048
7000 14.55514871566829 200.02489170653459 199.36180667663015 0.026270764808358688 9034.1503778817987
7100 14.763633268849432 200.02361150255842 199.35277247009907 0.015308380930658033 9034.1222165133022
7200 14.972119713100749 200.02238511288749 199.3438785318165 0.00028766546299260898 9034.0955360326207
7300 15.180608702540882 200.02121115513285 199.33513949028688 -0.018535794327006999 9034.0702858724053
7400 15.389100812489771 200.02008834397375 199.32657283658384 -0.040711277912476307 9034.0464201661107
7500 15.597596517858488 200.01901572940332 199.31819941404092 -0.065589490078549334 9034.02391030734
7600 15.804243981195858 200.01800159294734 199.31011443018215 -0.092083093948120781 9034.002926540059
7700 16.012733770261672 200.01702736712522 199.30219511697925 -0.11965261397104163 9033.9830814028101
7800 16.221226262788459 200.016101989731 199.29453139745448 -0.14690616894811542 9033.9645542088565
7900 16.429721637918149 200.01522539094353 199.28713349187862 -0.17257102283471126 9033.9473386420304
8000 16.638219899558425 200.01439805098258 199.28000999770035 -0.19531025495356846 9033.9314605875134
8100 16.846716379571117 200.01362055437906 199.27316214426912 -0.2137762598014189 9033.9169515357571
8200 17.05520023013537 200.01289325185087 199.26658389933854 -0.22667226958519812 9033.9038316343049
8300 17.26368172559981 200.01221603179602 199.26026233497129 -0.23281444145171901 9033.8921060099619
8400 17.472161562110585 200.01158829135201 199.25418110318438 -0.23118651599966697 9033.8817632384998
8500 17.680640589396443 200.01100879133318 199.24832551012037 -0.22099623645831795 9033.8727730088176
8600 17.889119778659381 200.01047550514048 199.2426872634806 -0.20172373111619862 9033.8650767497493
8700 18.097600199977709 200.00998614313056 199.23726434473892 -0.1731699040796647 9033.8586181654609
8800 18.304243298485389 200.00954130918095 199.23210291994715 -0.13586287159523955 9033.8533361156169
8900 18.512729956837781 200.00912906607135 199.22711268797741 -0.089670253138752376 9033.8489816649417
9000 18.721217474029661 200.0087488153091 199.2223487747236 -0.035807474944849371 9033.8453970969513
9100 18.929706779697458 200.00839660419285 199.21782537306203 0.024419129740410717 9033.8424034226464
9200 19.138198741215259 200.00806934435232 199.21355703114321 0.089337001016887851 9033.839839670969
9300 19.346694109771246 200.00776519921155 199.20955003680939 0.15694607170490699 9033.8375747959726
9400 19.55519346082626 200.00748449396215 199.20580784155104 0.22496715160562281 9033.8355632397997
9500 19.763673742572262 200.00723032719728 199.20233304495596 0.29090625850274743 9033.8338891625172
9600 19.972143538576859 200.00700687963149 199.1991201527141 0.35215793104262966 9033.8326707263568
9614 20 200.00697960816004 199.19871001312885 0.35984539778453367 9033.8325501448162
