# step time dt cfl wall_time total_l2 rho_l2 rhou_l2 rhov_l2 rhow_l2 rhoE_l2 rho_reference_l2 rhou_reference_l2 rhov_reference_l2 rhow_reference_l2 rhoE_reference_l2 rho_normalized_l2 rhou_normalized_l2 rhov_normalized_l2 rhow_normalized_l2 rhoE_normalized_l2 rho_linf rhou_linf rhov_linf rhow_linf rhoE_linf rho_reference_linf rhou_reference_linf rhov_reference_linf rhow_reference_linf rhoE_reference_linf rho_normalized_linf rhou_normalized_linf rhov_normalized_linf rhow_normalized_linf rhoE_normalized_linf consecutive reconstruction_fallbacks riemann_fallbacks residual_checked stop_reason
0 0 0 0.5 0 0.24359304955732508 0.12035167053639979 0.21696404416100165 0.21723037278003854 0 0.43352152546953587 nan nan nan nan nan nan nan nan nan nan 0.76292655009698551 1.3961851156696075 1.3934168028765643 0 2.7620092481848606 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
100 0.70796232281267513 0.0066513051958797644 0.5 7.4433490000000004 0.24380141594891327 0.12046762100436033 0.21717447370332033 0.21719569351023987 0 0.43398673145076305 nan nan nan nan nan nan nan nan nan nan 0.7631868582918131 1.3943067387797519 1.3950169898706477 0 2.7620795039093888 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
200 1.3414489199200943 0.0061387861343879854 0.5 14.933546 0.24363575878311991 0.12037705825758717 0.21718665258944 0.21706915556701131 0 0.43360375721711752 nan nan nan nan nan nan nan nan nan nan 0.76114360450341656 1.396904993259813 1.3934274667999496 0 2.7579675088781137 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
300 1.9603338944265443 0.0063626760894604549 0.5 22.762377000000001 0.2435822048840981 0.12033386658453983 0.2171559438581144 0.21706404266166815 0 0.43348322996890304 nan nan nan nan nan nan nan nan nan nan 0.76203569969181961 1.39349739655774 1.392120156279695 0 2.7628843580162528 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
400 2.638506103658151 0.0072758348217134942 0.5 31.307867999999999 0.24373984029418791 0.12039324321122925 0.21715875190288678 0.21725318095015636 0 0.43381349398247399 nan nan nan nan nan nan nan nan nan nan 0.76267682922933366 1.3958898849322257 1.3947686681574365 0 2.7610294218152109 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
500 3.3993027475226003 0.0077456843421872118 0.5 39.794294000000001 0.2437928642852786 0.12042858824311309 0.21720447814864194 0.21727728620951545 0 0.43391768123167845 nan nan nan nan nan nan nan nan nan nan 0.76307046054261196 1.3922166899747954 1.3940482277421051 0 2.7608107109147881 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
600 4.1754241499817137 0.0077665073234701159 0.5 48.275883 0.24376650877446362 0.12041133321735183 0.21723718130716452 0.21723497153856874 0 0.43385324596184421 nan nan nan nan nan nan nan nan nan nan 0.76265890192991459 1.3957147404664378 1.3947108370664658 0 2.7569443042766335 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
700 4.9521102119256772 0.0077669792049228151 0.5 56.816622000000002 0.24376359332878531 0.12041245936101778 0.21724455314235416 0.21720753153523509 0 0.43385479041700931 nan nan nan nan nan nan nan nan nan nan 0.76239268572318553 1.3923708904587462 1.3990163808787901 0 2.763218399261445 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
800 5.7288374151151888 0.007767330869978775 0.5 65.466316000000006 0.24371540150241938 0.1203919814959401 0.21723555874923334 0.21715961271007642 0 0.43375358218858168 nan nan nan nan nan nan nan nan nan nan 0.76311870716490426 1.3964803957549436 1.3961765609193648 0 2.7636530241180246 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
900 6.5055755405098834 0.0077676392795926674 0.5 74.114255 0.24370137012149534 0.1204003283063378 0.21722151986120519 0.21712663662119674 0 0.43373538582637133 nan nan nan nan nan nan nan nan nan nan 0.76210736603198359 1.3960890329286213 1.3986198748199823 0 2.7629799884212174 nan nan nan nan nan nan nan nan nan nan 0 0 0 0 running
