# step time total_mass total_momentum_x total_momentum_y total_energy
0 0 97.632283260154253 97.632283260154495 97.632283260154253 273.0060044234807
100 0.70794824860547489 97.632283260153741 97.632283260153798 97.63228326015377 273.00600442347962
200 1.3414188885048808 97.63228326015313 97.63228326015323 97.632283260153258 273.00600442347798
300 1.9603113380671191 97.632283260152761 97.632283260152661 97.632283260152747 273.00600442347707
400 2.6385061368941347 97.632283260151979 97.632283260152121 97.632283260152079 273.00600442347582
500 3.3993034668213258 97.632283260151581 97.632283260151596 97.632283260151524 273.00600442347422
600 4.1753969236505162 97.632283260150999 97.63228326015097 97.632283260150928 273.00600442347292
700 4.9520615016300695 97.632283260150501 97.632283260150331 97.632283260150345 273.00600442347206
800 5.7287357639792695 97.63228326014989 97.632283260149777 97.632283260149677 273.00600442347059
900 6.5054115862716904 97.632283260149308 97.632283260149194 97.632283260149194 273.00600442346945
1000 7.2820876089409028 97.632283260148938 97.632283260148739 97.632283260148611 273.00600442346814
1100 8.0587617010742196 97.632283260148085 97.632283260148114 97.632283260148114 273.00600442346689
1200 8.8353393855241613 97.632283260147545 97.632283260147574 97.632283260147659 273.00600442346564
1300 9.6088598843264688 97.632283260147034 97.632283260147062 97.63228326014692 273.00600442346445
1352 10 97.632283260146806 97.632283260146664 97.632283260146664 273.00600442346376
