theta,x,y,cp_first_cell
-0.09817477042468103,0.540639433071525,-0.053248126149810254,-0.5682800959117316
-0.2945243112740431,0.5198637048574309,-0.15769896780428191,-0.5901468742803715
-0.4908738521234052,0.4791088267126576,-0.2560890032102336,-0.6011621414338038
-0.6872233929727672,0.4199423988499629,-0.34463782010587446,-0.6248187998978096
-0.8835729338221293,0.34463782010587457,-0.41994239884996293,-0.6646599847762289
-1.0799224746714913,0.25608900321023376,-0.47910882671265775,-0.7522734997591911
-1.2762720155208536,0.15769896780428194,-0.5198637048574307,-0.8835731026863058
-1.4726215563702154,0.053248126149810324,-0.5406394330715248,-0.9892094053332627
-1.6689710972195777,-0.053248126149810185,-0.5406394330715252,-0.9866621271286391
-1.8653206380689396,-0.15769896780428186,-0.5198637048574308,-0.8539074164931435
-2.061670178918302,-0.2560890032102335,-0.4791088267126576,-0.6118083151546898
-2.2580197197676637,-0.34463782010587446,-0.4199423988499631,-0.2535203705604374
-2.454369260617026,-0.4199423988499631,-0.34463782010587446,0.17261333998544615
-2.650718801466388,-0.4791088267126578,-0.25608900321023365,0.5961291826020982
-2.84706834231575,-0.5198637048574307,-0.15769896780428197,0.9250189889955251
-3.043417883165112,-0.5406394330715251,-0.05324812614981051,1.1040010188541132
-3.2397674240144743,-0.5406394330715251,0.05324812614981028,1.0835179912027186
-3.436116964863836,-0.5198637048574308,0.1576989678042819,0.8990096035583122
-3.6324665057131984,-0.4791088267126578,0.2560890032102335,0.5646787102680122
-3.8288160465625602,-0.4199423988499633,0.34463782010587446,0.15198934190204483
-4.025165587411922,-0.34463782010587457,0.41994239884996293,-0.2674208235551916
-4.221515128261284,-0.2560890032102338,0.47910882671265737,-0.6145948314286542
-4.417864669110647,-0.15769896780428228,0.5198637048574306,-0.8579638056611003
-4.614214209960009,-0.05324812614981032,0.540639433071525,-0.9827081833121056
-4.81056375080937,0.053248126149810074,0.540639433071525,-0.9941299553935607
-5.006913291658733,0.15769896780428203,0.5198637048574308,-0.8906364664468924
-5.203262832508095,0.2560890032102336,0.4791088267126576,-0.7644697450309366
-5.399612373357457,0.3446378201058743,0.4199423988499633,-0.6781860491468734
-5.595961914206819,0.41994239884996304,0.3446378201058746,-0.634729611393432
-5.792311455056181,0.47910882671265737,0.25608900321023376,-0.6084829296612781
-5.988660995905543,0.5198637048574306,0.1576989678042823,-0.5872961300383963
-6.1850105367549055,0.540639433071525,0.053248126149810254,-0.5795958413826483
