theta,x,y,cp_first_cell
-0.09817477042468103,0.540639433071525,-0.053248126149810254,-0.677533364629916
-0.2945243112740431,0.5198637048574309,-0.15769896780428191,-0.7147757666431787
-0.4908738521234052,0.4791088267126576,-0.2560890032102336,-0.772417395620252
-0.6872233929727672,0.4199423988499629,-0.34463782010587446,-0.8516723870491347
-0.8835729338221293,0.34463782010587457,-0.41994239884996293,-0.9381893698794315
-1.0799224746714913,0.25608900321023376,-0.47910882671265775,-1.0243367243606087
-1.2762720155208536,0.15769896780428194,-0.5198637048574307,-1.090737870723764
-1.4726215563702154,0.053248126149810324,-0.5406394330715248,-1.1026086429048405
-1.6689710972195777,-0.053248126149810185,-0.5406394330715252,-1.0299868639926615
-1.8653206380689396,-0.15769896780428186,-0.5198637048574308,-0.8292550633302724
-2.061670178918302,-0.2560890032102335,-0.4791088267126576,-0.5102036485208359
-2.2580197197676637,-0.34463782010587446,-0.4199423988499631,-0.09204766583214052
-2.454369260617026,-0.4199423988499631,-0.34463782010587446,0.3634947101144874
-2.650718801466388,-0.4791088267126578,-0.25608900321023365,0.7911505568815045
-2.84706834231575,-0.5198637048574307,-0.15769896780428197,1.1159475203022993
-3.043417883165112,-0.5406394330715251,-0.05324812614981051,1.293147404600468
-3.2397674240144743,-0.5406394330715251,0.05324812614981028,1.2795153738273797
-3.436116964863836,-0.5198637048574308,0.1576989678042819,1.102697107074924
-3.6324665057131984,-0.4791088267126578,0.2560890032102335,0.7729297801542785
-3.8288160465625602,-0.4199423988499633,0.34463782010587446,0.3508213973479073
-4.025165587411922,-0.34463782010587457,0.41994239884996293,-0.10186522875923743
-4.221515128261284,-0.2560890032102338,0.47910882671265737,-0.5118880762392735
-4.417864669110647,-0.15769896780428228,0.5198637048574306,-0.8301137738967341
-4.614214209960009,-0.05324812614981032,0.540639433071525,-1.0218134433579067
-4.81056375080937,0.053248126149810074,0.540639433071525,-1.1029687855759747
-5.006913291658733,0.15769896780428203,0.5198637048574308,-1.0883244680515958
-5.203262832508095,0.2560890032102336,0.4791088267126576,-1.0231426529034238
-5.399612373357457,0.3446378201058743,0.4199423988499633,-0.9377132582194321
-5.595961914206819,0.41994239884996304,0.3446378201058746,-0.8504424884815052
-5.792311455056181,0.47910882671265737,0.25608900321023376,-0.7749644312534443
-5.988660995905543,0.5198637048574306,0.1576989678042823,-0.7134671041474903
-6.1850105367549055,0.540639433071525,0.053248126149810254,-0.6854709900700726
