time,cd_pressure,cd_viscous_estimate,cd_estimate,cl_estimate,wake_probe_v
0.0,6.927637630131607e-24,0.3631415328741139,0.3631415328741139,0.007262830657482263,0.02
0.1,8.890285292647484,0.4978999404198544,9.388185233067338,0.18806453352254635,0.0199658157452484
0.2,4.729301976762937,0.5205720561601515,5.2498740329230875,0.10544213927785506,0.024637439364121265
0.3,1.9308070514988414,0.4807668226040916,2.411573874102933,0.04871423485078558,-0.0850443212781898
0.4,0.7477538927490555,0.42214420476264297,1.1698980975116984,0.02384058647353382,-0.06443583184521345
0.5,0.47997558441881555,0.36507104487277614,0.8450466292915917,0.017264467530012734,-0.0298023506390752
0.6,0.5940211235815268,0.31840802520570943,0.9124291487872362,0.018741829155863768,-0.02990929221596982
0.7,0.8243798134552619,0.2831967318504326,1.1075765453056947,0.022396937191793087,-0.029570590788098216
0.8,1.0105566391082221,0.25813859646664067,1.2686952355748629,0.023453505347814457,-0.037870238438817476
0.9,1.1391969172762215,0.24040032783379103,1.3795972451100127,0.027561208843432772,-0.04054742807742896
1.0,1.232152735097762,0.22814020420137254,1.4602929392991344,0.038417909073990744,-0.04671612040408498
1.1,1.2826618043742473,0.21968247465823704,1.5023442790324844,0.03807781054588577,-0.052710583274299054
1.2,1.308704304321715,0.2139867514903947,1.5226910558121096,0.0036602122393921688,-0.057928474194964705
1.3,1.329536110689857,0.21022919885643054,1.5397653095462875,-0.06171023626396546,-0.06610003874486153
1.4,1.3310603339138825,0.2077382958755256,1.538798629789408,-0.12670792757350352,-0.07787349323052635
1.5,1.331759173709512,0.2059198966893154,1.5376790703988275,-0.15660925033817802,-0.09241176748181097
1.6,1.3208185941808626,0.20441262394612134,1.5252312181269838,-0.13868267953358565,-0.10837920183914178
1.7,1.3098001260987449,0.202896575662684,1.5126967017614288,-0.08500113791955936,-0.12429529051515442
1.8,1.2958959483754124,0.20133771840399342,1.497233666779406,-0.01977791083982712,-0.1390934073553651
1.9,1.2774917708300217,0.19959583633922542,1.4770876071692471,0.03556042910110366,-0.15300809316643926
2.0,1.2644843915734336,0.19776467801130243,1.4622490695847359,0.07058738809013179,-0.16727583465575713
2.1,1.2479395092832881,0.19589707138926205,1.4438365806725502,0.08484621114311172,-0.1832389125108895
2.2,1.2331530673823354,0.19398371689870925,1.4271367842810447,0.08420902111099247,-0.20140708802720494
2.3,1.2228183089022964,0.19215277014941223,1.4149710790517087,0.07601474816395667,-0.22146163449264705
2.4,1.2072499732801663,0.19037899614708143,1.3976289694272477,0.06570926361206714,-0.24262331101813384
2.5,1.1911788348426156,0.1885809326111349,1.3797597674537507,0.05657833137957616,-0.2640319827465161
2.6,1.1823738353221742,0.1868655291490562,1.3692393644712304,0.049961806709742096,-0.28502131523766056
2.7,1.1774681308508603,0.18534175270902575,1.362809883559886,0.045751986067476005,-0.30503613054978046
2.8,1.1778667160535943,0.18405464427682675,1.3619213603304208,0.04354944193256445,-0.3235835376441323
2.9,1.1903386882085625,0.18315097911772285,1.3734896673262853,0.04307594401250876,-0.3402708463609094
3.0,1.2083809696990104,0.18275407841601043,1.3911350481150209,0.043753061452001196,-0.3547292790689063
3.1,1.2140873749395966,0.18267592936888064,1.3967633043084773,0.04460637005964567,-0.3666721250784501
3.2,1.1986941268177982,0.1824783330151263,1.3811724598329245,0.04480217838743551,-0.37604608133895695
3.3,1.1700179653213816,0.18182534811674667,1.3518433134381285,0.044089816610262456,-0.38300127870400663
3.4,1.1413372370320336,0.18068798665462604,1.3220252236866594,0.04274391356145443,-0.38778637831840596
3.5,1.1202795583224208,0.17925707118439105,1.2995366295068118,0.04120861217584704,-0.39074374112988264
3.6,1.1078220031539843,0.17776208993513506,1.2855840930891191,0.03982649686094744,-0.39228585126877297
3.7,1.1021584020296444,0.1763716040212654,1.2785300060509097,0.03875045753100713,-0.3927594622052632
3.8,1.1011826424431712,0.17518060217670306,1.2763632446198745,0.037991497908116525,-0.3923515722794187
3.9,1.1027078067321625,0.17422293515840126,1.2769307418905638,0.03742306225356734,-0.3911339729927806
4.0,1.104471208124509,0.17348083964953556,1.2779520477740445,0.036842801526409105,-0.38915194890695304
4.1,1.1047084047393665,0.17289894689607496,1.2776073516354416,0.036058987731908645,-0.38646729272726044
4.2,1.1027258874368568,0.17240820288468253,1.2751340903215393,0.03499730431367229,-0.38314894214889966
4.3,1.0988787018057842,0.17195044951415786,1.2708291513199421,0.033756221456720956,-0.3792599902777759
4.4,1.0940479968195418,0.17149198263487986,1.2655399794544215,0.032561931841449496,-0.37485825581881804
4.5,1.0890663675124137,0.1710230133716239,1.2600893808840374,0.03164426577198519,-0.37000494683647217
4.6,1.0844168838433137,0.17054852997062583,1.2549654138139394,0.031096616306167932,-0.36476799953771954
4.7,1.0802321454836705,0.17007825083421324,1.2503103963178837,0.03079335239458042,-0.3592158040536569
4.8,1.076445784747098,0.1696203300102459,1.246066114757344,0.030419697599960938,-0.3534068742964747
4.9,1.0729213963368478,0.1691790965829912,1.242100492919839,0.02958201684508545,-0.34738352208800566
5.0,1.0695636779907256,0.16875572838936048,1.238319406380086,0.02797215262719706,-0.34116873186639685
5.1,1.066303559060082,0.16834947508747783,1.2346530341475597,0.02550070486697878,-0.33476962002008104
5.2,1.0631262303938445,0.16795896187581874,1.2310851922696633,0.022320052115499117,-0.3281836340799618
5.3,1.0600330772864135,0.16758286200246053,1.2276159392888741,0.018745798643779288,-0.3214012142496384
5.4,1.0570396878648063,0.16722032113303958,1.2242600089978457,0.015129881948115528,-0.3144122154725279
5.5,1.0541519320019397,0.16687082847006562,1.2210227604720052,0.011743251648633143,-0.307209493768486
5.6,1.0513613548741212,0.16653399892217013,1.2178953537962913,0.008719221166989352,-0.2997940597165453
5.7,1.048637050790814,0.166209101532516,1.21484615232333,0.006054187501109962,-0.29217513011815516
5.8,1.0459317419356347,0.16589473314737624,1.2118264750830108,0.0036601896625254593,-0.28437056761515866
5.9,1.0432012415111866,0.16558877300220243,1.2087900145133892,0.0014259728440254582,-0.2764052876692219
6.0,1.0404275267422203,0.16528881095689635,1.2057163376991165,-0.0007367130537207778,-0.26830956972334224
6.1,1.037638812325406,0.1649929713314346,1.2026317836568408,-0.0028747945026359883,-0.2601163077861594
6.2,1.0349109412693946,0.16470083001317432,1.199611771282569,-0.004996623475323508,-0.25185985504124003
6.3,1.0323443836331254,0.16441393047271574,1.1967583141058409,-0.0070866388360965316,-0.24357464168002277
6.4,1.0300256716973908,0.16413552662813546,1.1941611983255265,-0.00912145371868281,-0.23529585131848907
6.5,1.0279991072994161,0.16386964277284732,1.1918687500722636,-0.011082466402636243,-0.22705338792288293
6.6,1.0262323222955139,0.1636197407302813,1.189852063025795,-0.012958724919412898,-0.2188754344596608
6.7,1.0246552737896413,0.16338751706022325,1.188042790849865,-0.014734556434873175,-0.2107869905352454
6.8,1.0231649358734842,0.1631725773731109,1.1863375132465952,-0.01640194485569607,-0.2028093477395038
6.9,1.0216745638702838,0.1629726319685748,1.1846471958388585,-0.017951124707666605,-0.19496133051097225
7.0,1.0201270913092562,0.16278433456294594,1.1829114258722022,-0.019369356411948868,-0.18726092516881965
7.1,1.0185078864920412,0.16260422159216162,1.1811121080842029,-0.020638692572713252,-0.1797266283755027
7.2,1.0168363221896621,0.16242952067748473,1.1792658428671468,-0.021737063130546228,-0.17237724281709313
7.3,1.0151501881578853,0.1622585478167181,1.1774087359746033,-0.02263921690996143,-0.16523279470749128
7.4,1.0134891420922911,0.16209070486804206,1.175579846960333,-0.023318690650140694,-0.15831418867271005
7.5,1.0118825519316768,0.16192618640772832,1.1738087383394054,-0.02374934505538845,-0.15164259180050704
7.6,1.010346187874664,0.1617655791830493,1.1721117670577132,-0.023905693406924958,-0.145239445676854
7.7,1.0088821132792498,0.16160955342401012,1.1704916667032599,-0.023760149397126548,-0.13912599256057534
7.8,1.007482204641681,0.1614585331209315,1.1689407377626124,-0.023291231328556525,-0.13332145733139894
7.9,1.0061376546214706,0.16131273224206047,1.167450386863531,-0.022475460644663853,-0.12784404442376562
8.0,1.004840568342865,0.1611721257846927,1.1660126941275575,-0.021290281813690998,-0.12271018540867722
8.1,1.0035859695843823,0.16103658083497122,1.1646225504193533,-0.019715394122265473,-0.1179345873151399
8.2,1.0023714877377496,0.16090591730487358,1.1632774050426233,-0.01773548429801286,-0.11353006218018877
8.3,1.0011966215618389,0.16077998596421256,1.1619766075260514,-0.01534300147755939,-0.10950732646514234
8.4,1.0000611173016574,0.16065863747844866,1.160719754780106,-0.01254004921822749,-0.10587484599233801
8.5,0.9989644420348227,0.16054174283272896,1.1595061848675514,-0.009338716303026948,-0.10263892181906048
8.6,0.9979055806884984,0.16042918638601697,1.1583347670745154,-0.005760658210219052,-0.09980349058758681
