theta,x,y,cp_first_cell
-0.09817477042468103,0.540639433071525,-0.053248126149810254,-0.5929425027660002
-0.2945243112740431,0.5198637048574309,-0.15769896780428191,-0.6148585385157119
-0.4908738521234052,0.4791088267126576,-0.2560890032102336,-0.6390741134103877
-0.6872233929727672,0.4199423988499629,-0.34463782010587446,-0.6679363394412263
-0.8835729338221293,0.34463782010587457,-0.41994239884996293,-0.6988766106291706
-1.0799224746714913,0.25608900321023376,-0.47910882671265775,-0.7832848099347842
-1.2762720155208536,0.15769896780428194,-0.5198637048574307,-0.9045535583255386
-1.4726215563702154,0.053248126149810324,-0.5406394330715248,-0.9413557395685288
-1.6689710972195777,-0.053248126149810185,-0.5406394330715252,-0.8658332943181293
-1.8653206380689396,-0.15769896780428186,-0.5198637048574308,-0.756229863730546
-2.061670178918302,-0.2560890032102335,-0.4791088267126576,-0.5795992102866805
-2.2580197197676637,-0.34463782010587446,-0.4199423988499631,-0.26509223085512446
-2.454369260617026,-0.4199423988499631,-0.34463782010587446,0.14224717652830066
-2.650718801466388,-0.4791088267126578,-0.25608900321023365,0.56097617941181
-2.84706834231575,-0.5198637048574307,-0.15769896780428197,0.8892326612283341
-3.043417883165112,-0.5406394330715251,-0.05324812614981051,1.0667951173983994
-3.2397674240144743,-0.5406394330715251,0.05324812614981028,1.042924004370974
-3.436116964863836,-0.5198637048574308,0.1576989678042819,0.8560542981024
-3.6324665057131984,-0.4791088267126578,0.2560890032102335,0.5237245411976517
-3.8288160465625602,-0.4199423988499633,0.34463782010587446,0.12377550932774284
-4.025165587411922,-0.34463782010587457,0.41994239884996293,-0.2622655276659529
-4.221515128261284,-0.2560890032102338,0.47910882671265737,-0.5459534153172285
-4.417864669110647,-0.15769896780428228,0.5198637048574306,-0.706030568241907
-4.614214209960009,-0.05324812614981032,0.540639433071525,-0.798147716561985
-4.81056375080937,0.053248126149810074,0.540639433071525,-0.8667508782200031
-5.006913291658733,0.15769896780428203,0.5198637048574308,-0.809505534636024
-5.203262832508095,0.2560890032102336,0.4791088267126576,-0.687065801623568
-5.399612373357457,0.3446378201058743,0.4199423988499633,-0.607655502536268
-5.595961914206819,0.41994239884996304,0.3446378201058746,-0.5853486115555171
-5.792311455056181,0.47910882671265737,0.25608900321023376,-0.5953796227775143
-5.988660995905543,0.5198637048574306,0.1576989678042823,-0.5996692488242275
-6.1850105367549055,0.540639433071525,0.053248126149810254,-0.5925259203880486
