# step time total_mass total_momentum_x total_momentum_y total_momentum_z total_energy
1040 0.11426502923746636 19.678761677313251 13.115856495884035 -3.9422903892641185e-16 -5.2737252799089085e-16 886.46033469401073
1060 0.11646243436351481 19.678761677313346 13.115845906876466 -4.9360696770478583e-16 -5.3123287617994129e-16 886.46032946017158
1080 0.11865983950030067 19.678761677313439 13.115835493487072 -5.8601423884373054e-16 -5.3931396429915572e-16 886.460324348516
1100 0.12085724464660171 19.678761677313553 13.115825250936552 -6.1199602158869054e-16 -5.4978312709512726e-16 886.46031935951669
1120 0.12305464980108699 19.678761677313489 13.115815174648063 -6.8178465429974845e-16 -5.6010028173953446e-16 886.46031449375857
1140 0.12525205496230668 19.678761677313034 13.115805260233119 -7.3935727196638643e-16 -5.7427006023318654e-16 886.46030975235135
1160 0.12744946012868708 19.678761677312856 13.115795503483353 -8.3297786486271372e-16 -5.8776297373388827e-16 886.46030513649748
1180 0.12964686529852801 19.678761677313439 13.115785900358695 -9.543349221937975e-16 -5.9705273752263322e-16 886.46030064766217
1200 0.1318442704700023 19.678761677313283 13.115776446978622 -1.0972039032327313e-15 -6.0630380216581714e-16 886.46029628728695
1220 0.13404167564115782 19.678761677312913 13.115767139614672 -1.2595687901557112e-15 -6.1831367752173037e-16 886.46029205719742
1240 0.13623908080992209 19.678761677313375 13.115757974681323 -1.2992316505413756e-15 -6.3037247134705797e-16 886.46028795909001
1260 0.13843648597411004 19.67876167731276 13.11574894872674 -1.3483293859333791e-15 -6.4169581801589779e-16 886.46028399450836
1280 0.14063389113143468 19.678761677311996 13.115740058427061 -1.456192467260873e-15 -6.525813942285031e-16 886.46028016515038
1300 0.14283129627952032 19.67876167731221 13.115731300580151 -1.5615116968895255e-15 -6.6283590754054113e-16 886.4602764723054
1320 0.14502870141591861 19.678761677312714 13.115722672096567 -1.6526311603112884e-15 -6.7221482437797001e-16 886.46027291709686
1340 0.14722610653812743 19.678761677312899 13.115714169998078 -1.7736554395732197e-15 -6.8082840367591645e-16 886.46026950048326
1360 0.14942351164361195 19.678761677312501 13.115705791405462 -1.9026280642539485e-15 -6.8907410008958691e-16 886.46026622293141
1380 0.15162091672982689 19.678761677312725 13.115697533539148 -1.9998092130836184e-15 -6.9687193565503703e-16 886.46026308446562
1400 0.15381832179424162 19.678761677313339 13.115689393709975 -2.0971343575143216e-15 -7.0999538254542788e-16 886.46026008484046
1420 0.15601572683436513 19.678761677312792 13.115681369318233 -2.1677557294916489e-15 -7.1926328523320087e-16 886.460257223182
1440 0.15821313184777247 19.678761677313151 13.115673457843879 -2.2067812902287331e-15 -7.2537119969051574e-16 886.46025449806109
1460 0.16041053683213069 19.678761677312693 13.115665656846796 -2.2752056704991195e-15 -7.3533906147742269e-16 886.46025190764954
1480 0.16260794178522497 19.678761677313226 13.11565796396183 -2.3998512273687997e-15 -7.4126259621738007e-16 886.46024944959026
1500 0.16480534670498351 19.678761677313297 13.11565037689326 -2.4847967735171445e-15 -7.4666405625038984e-16 886.46024712081987
1520 0.1670027515895014 19.678761677313247 13.115642893412435 -2.5344642444452949e-15 -7.5712085300626579e-16 886.46024491776677
1540 0.16920015643706243 19.678761677312743 13.115635511354663 -2.5498408570532758e-15 -7.6667602735984485e-16 886.46024283651479
1560 0.17139756124615935 19.678761677312657 13.115628228616961 -2.5203056652154656e-15 -7.70031478256854e-16 886.46024087249225
1580 0.17359496601551122 19.678761677312853 13.115621043151307 -2.4863095743609407e-15 -7.8058046916527321e-16 886.4602390206087
1600 0.17579237074407811 19.678761677312803 13.115613952966971 -2.4603730019995404e-15 -7.9011673116698926e-16 886.46023727559145
1620 0.17798977543107286 19.678761677312288 13.115606956125378 -2.390111830783033e-15 -7.9943394784564871e-16 886.46023563148265
1640 0.18018718007597026 19.67876167731248 13.115600050738333 -2.3676173885610373e-15 -8.0865401204132403e-16 886.46023408231792
1660 0.18238458467851229 19.678761677312586 13.115593234964768 -2.3722959750451965e-15 -8.2076933298086954e-16 886.46023262161953
1680 0.1845819892387105 19.67876167731275 13.115586507010207 -2.3882983332429615e-15 -8.3249949650735947e-16 886.46023124275553
1700 0.18677939375684552 19.678761677312451 13.115579865125142 -2.3446913830524156e-15 -8.4413226583904918e-16 886.4602299389461
1720 0.188976798233463 19.678761677313002 13.115573307602773 -2.3223494067609258e-15 -8.498598465426666e-16 886.46022870335332
1740 0.19117420266936686 19.678761677312774 13.115566832776096 -2.3636611094226493e-15 -8.6320557034184428e-16 886.46022752901195
1760 0.1933716070656101 19.678761677312096 13.115560439019152 -2.3721678613119242e-15 -8.7049251561638614e-16 886.46022640907347
1780 0.19556901142348243 19.678761677312341 13.115554124743353 -2.4449534024694863e-15 -8.7922659209643948e-16 886.460225336608
1800 0.19776641574449647 19.67876167731233 13.115547888397105 -2.5126660633059423e-15 -8.8695432889721185e-16 886.4602243049776
1820 0.19996382003037125 19.678761677312693 13.115541728466861 -2.6171232251525267e-15 -8.898790035438919e-16 886.46022330764845
1840 0.20216122428301475 19.678761677312437 13.115535643470958 -2.7169068827126355e-15 -8.957264507514481e-16 886.46022233818189
1860 0.20435862850450445 19.678761677312352 13.115529631963877 -2.8133261254062502e-15 -9.0329716677667965e-16 886.46022139050297
1880 0.20655603269706738 19.678761677313066 13.115523692534417 -2.8968141396106071e-15 -9.1122045371172147e-16 886.46022045881273
1900 0.20875343686305928 19.678761677312096 13.11551782379939 -2.9683774122252812e-15 -9.2456984437410591e-16 886.46021953765569
1920 0.21095084100494327 19.678761677312529 13.115512024412212 -3.0346811396330981e-15 -9.3639469993469786e-16 886.46021862189514
1940 0.21314824512526864 19.678761677312764 13.115506293052746 -3.0857574381107692e-15 -9.4290007015365727e-16 886.46021770662423
1960 0.21534564922664942 19.678761677312174 13.115500628432548 -3.170650679974621e-15 -9.5576688581703795e-16 886.46021678752027
1980 0.21754305331174398 19.678761677313091 13.115495029293999 -3.276880258263335e-15 -9.6652364251356201e-16 886.46021586049142
2000 0.21974045738323453 19.67876167731157 13.115489494404965 -3.3419221183379798e-15 -9.7287945138387743e-16 886.46021492195462
2020 0.22193786144380806 19.678761677312249 13.11548402256377 -3.3752392064061621e-15 -9.8277068268702459e-16 886.46021396858464
2040 0.22413526549613794 19.678761677311527 13.11547861259605 -3.4483004038484962e-15 -9.9275947585241832e-16 886.46021299750169
2060 0.22633266954286699 19.678761677311705 13.115473263351683 -3.4632063573053793e-15 -1.0016435005142212e-15 886.46021200622806
2080 0.22853007358659108 19.67876167731151 13.115467973709876 -3.4649477710181505e-15 -1.0140678274871845e-15 886.46021099259997
2100 0.23072747762984533 19.678761677311631 13.115462742574067 -3.4856420763213286e-15 -1.0229252841819267e-15 886.46020995499521
2120 0.23292488167496847 19.678761677312359 13.115457568871424 -3.5449096466200918e-15 -1.0289993243686853e-15 886.46020889184308
2140 0.23512228572418828 19.678761677312441 13.115452451555516 -3.6328420426986921e-15 -1.0395363389174274e-15 886.46020780219715
2160 0.23731968977979456 19.678761677312018 13.115447389603514 -3.6663451074383558e-15 -1.046104326701342e-15 886.46020668516485
2180 0.23951709384397307 19.67876167731238 13.115442382014198 -3.7018840158667453e-15 -1.0454150815210195e-15 886.46020554027814
2200 0.24171449791879812 19.678761677311904 13.1154374278112 -3.689873512191153e-15 -1.0538001741907611e-15 886.46020436747563
2220 0.24391190200622626 19.678761677311826 13.115432526037377 -3.7420077548199447e-15 -1.0590636049712405e-15 886.46020316666841
2240 0.2461093061080909 19.678761677311847 13.115427675760287 -3.7694247290149087e-15 -1.0683911053088083e-15 886.4602019381731
2260 0.24830671022609918 19.678761677311627 13.115422876066319 -3.7838955457649196e-15 -1.0765879290635525e-15 886.46020068254734
2280 0.25050411436182907 19.678761677311073 13.115418126063787 -3.8014722205742752e-15 -1.0862830015952265e-15 886.46019940036592
2300 0.25270151851672812 19.678761677312117 13.11541342487935 -3.8707580333520192e-15 -1.0970459806591299e-15 886.46019809268455
2320 0.25489892269211284 19.678761677312039 13.115408771661674 -3.948335028133962e-15 -1.1050313067710052e-15 886.46019676033711
2340 0.25709632688916889 19.678761677312323 13.115404165574482 -3.9845874030017357e-15 -1.1085915026875082e-15 886.46019540455336
2360 0.2592937311089526 19.678761677312185 13.115399605804232 -4.0468441128666899e-15 -1.1154832757261275e-15 886.46019402673505
2380 0.26149113535239238 19.678761677312082 13.115395091553349 -4.0996672050398362e-15 -1.1211550474672153e-15 886.46019262812752
2400 0.26368853962029126 19.678761677311769 13.11539062204082 -4.1611592559116567e-15 -1.1288966787427264e-15 886.46019121040263
2420 0.26588594391332931 19.67876167731179 13.115386196503458 -4.1717943898391448e-15 -1.1326275411974842e-15 886.46018977490814
2440 0.2680833482320677 19.6787616773114 13.115381814196402 -4.1973303156164939e-15 -1.1417628314071665e-15 886.46018832347568
2460 0.27028075257695156 19.678761677311535 13.115377474387589 -4.143490148631932e-15 -1.1534888755676999e-15 886.46018685776869
2480 0.27247815694831401 19.678761677311883 13.115373176362997 -4.1144134133768231e-15 -1.1652040078915546e-15 886.46018537942632
2500 0.27467556134638016 19.678761677311183 13.115368919423393 -4.0618217729565141e-15 -1.1777187719897559e-15 886.46018389038159
2520 0.27687296577127107 19.678761677312643 13.1153647028843 -4.0072504047802349e-15 -1.1807883036390658e-15 886.46018239244586
2540 0.27907037022300807 19.678761677311218 13.115360526075428 -3.9581735275745576e-15 -1.1875919534490713e-15 886.46018088732012
2560 0.28126777470151698 19.678761677311435 13.115356388340244 -3.9345707427410797e-15 -1.1957492662027515e-15 886.46017937703073
2580 0.28346517920663183 19.678761677311755 13.115352289038945 -3.9510480746640176e-15 -1.2051175837366757e-15 886.46017786335631
2600 0.28566258373809966 19.678761677311861 13.11534822754 -3.9659408197008795e-15 -1.206221775512333e-15 886.46017634813393
2620 0.28785998829558418 19.678761677311456 13.115344203230013 -3.9666247988057873e-15 -1.2159097476661464e-15 886.46017483334549
2640 0.29005739287866983 19.678761677312018 13.115340215504069 -4.000581502628265e-15 -1.2260138134197521e-15 886.46017332089082
2660 0.29225479748686584 19.678761677311631 13.11533626377263 -4.0618308785606971e-15 -1.2348562694816638e-15 886.46017181252603
2680 0.29445220211960993 19.678761677311392 13.115332347457077 -4.0576374301970778e-15 -1.2455750469221128e-15 886.46017031009228
2700 0.29664960677627172 19.678761677311901 13.115328465990492 -4.0552672202524235e-15 -1.2553683547253796e-15 886.46016881563332
2720 0.2988470114561575 19.678761677311641 13.11532461881797 -4.0545267016982864e-15 -1.2628865596120162e-15 886.46016733070394
2740 0.30104441615851252 19.678761677311886 13.115320805394571 -4.0962083459997233e-15 -1.2721973683296199e-15 886.46016585735015
2760 0.30324182088252544 19.678761677311282 13.115317025188354 -4.1335838865555561e-15 -1.280226696437214e-15 886.46016439717823
2780 0.30543922562733161 19.678761677311009 13.115313277676083 -4.149611443983502e-15 -1.2893894500212361e-15 886.4601629519882
2800 0.30763663039201666 19.678761677311222 13.115309562345873 -4.1147892842471672e-15 -1.2983649224164012e-15 886.46016152350467
2820 0.30983403517561969 19.678761677311726 13.115305878695334 -4.0729960433549296e-15 -1.3066112240248377e-15 886.46016011344955
2840 0.31203143997713728 19.678761677311229 13.115302226233499 -4.0553110542074439e-15 -1.3124585483077524e-15 886.46015872332941
2860 0.31422884479552676 19.678761677311137 13.11529860447606 -4.048567719035234e-15 -1.3222348978850064e-15 886.46015735477124
2880 0.31642624962971011 19.67876167731135 13.115295012951062 -4.0288447686166544e-15 -1.3336737958713919e-15 886.4601560093422
2900 0.31862365447857693 19.678761677311087 13.115291451195342 -3.9628969009258028e-15 -1.3442064442897602e-15 886.46015468852249
2920 0.32082105934098937 19.678761677311371 13.115287918752262 -3.9398276409699767e-15 -1.3464018018578554e-15 886.46015339360588
2940 0.32301846421578456 19.678761677311257 13.115284415176001 -3.9065815977902454e-15 -1.3581468509359251e-15 886.46015212607381
2960 0.32521586910178019 19.678761677311194 13.115280940029407 -3.8798793076445272e-15 -1.3669283171241246e-15 886.46015088708373
2980 0.32741327399777687 19.678761677311378 13.115277492882129 -3.8184239968267939e-15 -1.3793223107433421e-15 886.46014967780889
3000 0.32961067890256357 19.678761677310852 13.115274073311774 -3.8017003900744418e-15 -1.3893278764147649e-15 886.46014849943901
3020 0.33180808381492116 19.678761677311286 13.115270680906049 -3.767843847897977e-15 -1.3955577328466385e-15 886.46014735282984
3040 0.33400548873362712 19.678761677311144 13.115267315257098 -3.714938328831151e-15 -1.4039054501629242e-15 886.46014623907467
3060 0.33620289365745948 19.678761677310963 13.115263975967011 -3.628204590252034e-15 -1.4089785511868631e-15 886.46014515880972
3080 0.33840029858520165 19.678761677311378 13.115260662643122 -3.5719291506045568e-15 -1.4182639813680512e-15 886.46014411279805
3100 0.34059770351564661 19.678761677311172 13.115257374902406 -3.4964594414464847e-15 -1.4249623194002119e-15 886.46014310166242
3120 0.34279510844759792 19.678761677311442 13.115254112364116 -3.4555665965771784e-15 -1.4373262619660637e-15 886.46014212582747
3140 0.34499251337979409 19.678761677310384 13.115250874658235 -3.3616815044081811e-15 -1.4468440405808404e-15 886.46014118571293
3160 0.34718991831105023 19.678761677310852 13.115247661419653 -3.2482573391076912e-15 -1.4545477757129117e-15 886.46014028147715
3180 0.34938732324024752 19.678761677311122 13.115244472288438 -3.2125753300876912e-15 -1.4615511374306706e-15 886.46013941332035
3200 0.35158472816629943 19.678761677310831 13.115241306912667 -3.147604078150134e-15 -1.4677619906074456e-15 886.46013858113929
3220 0.35378213308815643 19.678761677311055 13.115238164945222 -3.0709650664781569e-15 -1.4823313914628255e-15 886.46013778489294
3240 0.35597953800481053 19.678761677310316 13.115235046043509 -2.9650449728525459e-15 -1.4891397070347354e-15 886.46013702425967
3260 0.35817694291529917 19.678761677310728 13.115231949872296 -2.9105844071736795e-15 -1.4941054093356834e-15 886.4601362989448
3280 0.36037434781870858 19.678761677311144 13.115228876101007 -2.7660020770057972e-15 -1.4983176103804271e-15 886.46013560835149
3300 0.36257175271417791 19.678761677311488 13.11522582440319 -2.5886004494449222e-15 -1.5058011839368929e-15 886.46013495191448
3320 0.36476915760090256 19.67876167731092 13.115222794459489 -2.3754314263181359e-15 -1.508506875019243e-15 886.46013432886457
3340 0.36696656247813714 19.67876167731082 13.115219785953641 -2.2003801563672139e-15 -1.5187878384640343e-15 886.46013373836593
3360 0.36916396734519868 19.678761677310966 13.115216798575165 -2.0056351056948335e-15 -1.5347053550488466e-15 886.46013317936956
3380 0.37136137220146853 19.678761677311108 13.115213832017076 -1.7665034110039596e-15 -1.5368490685028999e-15 886.46013265094109
3400 0.37355877704639517 19.678761677310884 13.115210885979383 -1.487954032260982e-15 -1.5480110969970265e-15 886.4601321517024
3420 0.37575618187949605 19.678761677311023 13.115207960162177 -1.2254206701220439e-15 -1.5603503264263317e-15 886.46013168058494
3440 0.3779535867003585 19.678761677310288 13.115205054276245 -9.7821622204824444e-16 -1.5700896413499565e-15 886.46013123611044
3460 0.38015099150864146 19.678761677310174 13.115202168029203 -7.7514769624055123e-16 -1.5759470010781199e-15 886.46013081684009
3480 0.38234839630407635 19.678761677310415 13.115199301138674 -5.8806723494963815e-16 -1.5855050870331088e-15 886.46013042127652
3500 0.38454580108646691 19.678761677310568 13.115196453323694 -4.5150530094062924e-16 -1.5978865641620426e-15 886.46013004772544
3520 0.38674320585568944 19.678761677309957 13.115193624307203 -3.1201580930767265e-16 -1.6032330227491819e-15 886.46012969473918
3540 0.38894061061169277 19.678761677310256 13.115190813818078 -1.4913105591331547e-16 -1.6104672842173605e-15 886.46012936047578
3560 0.3911380153544971 19.678761677310156 13.115188021586249 1.6155035886507643e-18 -1.624147685107633e-15 886.46012904324243
3580 0.39333542008419314 19.678761677310497 13.115185247347814 2.5874103681540299e-16 -1.6356178314572765e-15
