# step time total_mass total_momentum_x total_momentum_y total_energy
0 0 0.32140282972497514 0.20954345036528454 0.20954341846924288 0.6952799037196371
100 0.01846469640527322 0.33117683606284998 0.20977655365293157 0.20977652053028953 0.71918482266362971
200 0.036929392810546476 0.3410877060263115 0.20983044894926953 0.20983041460002655 0.74348378241793722
300 0.055394089215819488 0.35113543961489585 0.20970573836019479 0.2097057027843533 0.76817628226150125
400 0.073858785621092923 0.36132003682337799 0.20940270243774123 0.20940266563529836 0.79326270371809082
500 0.092323482026366629 0.37164149818763759 0.20892075299764229 0.20892071496859904 0.818742405753627
600 0.11078817843164034 0.38209981487655453 0.20826050588786849 0.20826046663222403 0.84461606639475417
700 0.12925287483691403 0.39269509519812673 0.20742146149183158 0.20742142100958683 0.87088339348537513
800 0.14771757124218773 0.40342674316299687 0.20640374644376683 0.20640370473492275 0.89754296295368918
900 0.16618226764746144 0.41431723577545476 0.20522010662353726 0.20522006368808168 0.92467267821117549
1000 0.18464696405273515 0.42541238939832815 0.20389523572685747 0.20389519156482458 0.9524335728082618
1100 0.20311166045800885 0.43667874960190378 0.20240933668519007 0.20240929129658533 0.98070793787913357
1200 0.22157635686328256 0.44815208416543773 0.2007999405641526 0.20079989394709319 1.0095948066744322
1300 0.24004105326855626 0.45984552709023085 0.19907967266790766 0.19907962482002806 1.0391350873253657
1400 0.25850574967382994 0.47169672066650403 0.19718444199213936 0.19718439289159281 1.0691590854937163
1500 0.27697044607910365 0.48369547349541681 0.19510034272707238 0.19510029239728099 1.0996412283565737
1600 0.29543514248437736 0.49586375019574008 0.19284920165650662 0.19284915010003068 1.1306389853469383
1625 0.29999999999999999 0.49889889697490836 0.19226759330779664 0.19226754144948319 1.1383838110111677
