# step time total_mass total_momentum_x total_momentum_y total_energy
0 0 0.31786106872532555 0.20913335691812324 0.209133356918105 0.68683187098438758
100 0.042957262745772093 0.34066902789840636 0.20948534968858856 0.20948534968858751 0.74264208329429582
200 0.080218450225506999 0.36105261799754274 0.2090068277005766 0.20900682770057283 0.79277797114315673
300 0.11602315495229426 0.38116452834827963 0.20786115500833258 0.20786115500833155 0.84246474254287107
400 0.15124034628196209 0.40144839401256571 0.20607845562122529 0.20607845562122262 0.89278021015696285
500 0.18575190436617378 0.42191235525149384 0.20375866506797224 0.20375866506797388 0.94383884740362112
600 0.21974722894751486 0.44269200024322808 0.20095471681039825 0.20095471681039695 0.99600711742057957
700 0.25339675180295507 0.46395754662137345 0.19776427098713339 0.19776427098713212 1.04973201450168
800 0.28672135132482379 0.48553369075907171 0.19401333740100013 0.19401333740100099 1.1045313230521034
841 0.29999999999999999 0.49430186501668838 0.19238087978954302 0.19238087978954208 1.1268857052175489
