# step time dt cfl wall_time total_l2 rho_l2 rhou_l2 rhov_l2 rhow_l2 rhoE_l2 rho_reference_l2 rhou_reference_l2 rhov_reference_l2 rhow_reference_l2 rhoE_reference_l2 rho_normalized_l2 rhou_normalized_l2 rhov_normalized_l2 rhow_normalized_l2 rhoE_normalized_l2 rho_linf rhou_linf rhov_linf rhow_linf rhoE_linf rho_reference_linf rhou_reference_linf rhov_reference_linf rhow_reference_linf rhoE_reference_linf rho_normalized_linf rhou_normalized_linf rhov_normalized_linf rhow_normalized_linf rhoE_normalized_linf consecutive reconstruction_fallbacks riemann_fallbacks robustness_level0_faces robustness_level1_faces robustness_level2_faces robustness_level3_faces troubled_cells local_recomputations step_retries proposed_dt accepted_dt minimum_rho minimum_p minimum_T minimum_e residual_checked stop_reason
200 0.13554222594861834 0.00071840717126379352 0.02 3.3831060000000002 0.13900889930984772 0.21998951647342163 0.14979267731497198 0.08507994463481254 0 0.13618201027381327 nan nan nan nan nan nan nan nan nan nan 9.2628779025236021 7.0708890251423897 5.0455925960440267 0 5.498169329600783 nan nan nan nan nan nan nan nan nan nan 0 3 0 9226 26 0 108 38 7 0 0.00071840717126379352 0.00071840717126379352 0.03332686180884422 -8.258157128839051e-05 -0.085896682489364787 -0.0061354773271468715 0 running
210 0.14272782296135336 0.00071870997249062903 0.02 3.740974 0.13649528863376983 0.21505695030026664 0.14887765317391571 0.083085019586285794 0 0.13355766967644753 nan nan nan nan nan nan nan nan nan nan 8.7750542958544671 7.2087933254696583 4.8525611923805831 0 5.3101915235954378 nan nan nan nan nan nan nan nan nan nan 0 3 0 9239 31 0 90 33 7 0 0.00071870997249062903 0.00071870997249062903 0.03089115562250996 -7.5630036561471332e-05 -0.085142332944448992 -0.0060815952167388547 0 running
220 0.14991735984214535 0.0007191766246663992 0.02 4.1306659999999997 0.13389323954341639 0.2097757938535173 0.148245751860312 0.080993257816657158 0 0.13074556793213035 nan nan nan nan nan nan nan nan nan nan 8.0523659483712535 7.2798343753792221 4.7217951896883186 0 5.0455567806809887 nan nan nan nan nan nan nan nan nan nan 0 3 0 9239 18 0 103 35 9 0 0.0007191766246663992 0.0007191766246663992 0.028360578678503154 -6.5080568561480523e-05 -0.080316411137738908 -0.0057368865158956119 0 running
230 0.15711243311363024 0.00071980351284845184 0.02 4.5068130000000002 0.13146713809102487 0.20494568405291433 0.14762494240115412 0.078935822241008383 0 0.12802859417137208 nan nan nan nan nan nan nan nan nan nan 7.4382431537446605 7.1873705393690059 4.5986045344403017 0 4.7596736532770763 nan nan nan nan nan nan nan nan nan nan 0 3 0 9252 4 0 104 34 6 0 0.00071980351284845184 0.00071980351284845184 0.026791014371227159 -5.2698340100465466e-05 -0.067256181459652106 -0.004804012966475894 0 running
240 0.16431480405705126 0.00072062465402930489 0.02 4.8375089999999998 0.12940336682376638 0.20097225164345869 0.14703884882126794 0.077012631870692003 0 0.12563814017110844 nan nan nan nan nan nan nan nan nan nan 7.0493389362366798 6.9206576983404569 4.4798676833833664 0 4.5099700860022853 nan nan nan nan nan nan nan nan nan nan 0 15 0 9203 50 0 107 37 9 0 0.00072062465402930489 0.00072062465402930489 0.024519348393325584 -4.7387954340329099e-05 -0.067643657309092303 -0.0048316898128937013 0 running
250 0.17152667083914272 0.00072168509643877853 0.02 5.1956699999999998 0.12755796482129417 0.19756125943245634 0.14630894324012061 0.075267381455948162 0 0.12350398833615957 nan nan nan nan nan nan nan nan nan nan 6.7117035432907777 6.5814154658272983 4.3623298037610798 0 4.3421389559834456 nan nan nan nan nan nan nan nan nan nan 0 12 0 9234 27 0 99 34 6 0 0.00072168509643877853 0.00072168509643877853 0.023051393173745393 -2.9828272055101157e-05 -0.041982685701959808 -0.0029987632675918538 0 running
260 0.17875059874859384 0.00072301311654687902 0.02 5.5339939999999999 0.12579641929317936 0.19447699269241608 0.14535437908486221 0.073578587996528985 0 0.12149358303026589 nan nan nan nan nan nan nan nan nan nan 6.4351812367508696 6.1301482135683747 4.242301260637702 0 4.2018174406804736 nan nan nan nan nan nan nan nan nan nan 0 15 0 9242 5 0 113 37 9 0 0.00072301311654687902 0.00072301311654687902 0.021556711681397393 -4.2194153351554623e-05 -0.063121517877572073 -0.004508679853158358 0 running
270 0.18598932734642545 0.00072461757201478991 0.02 5.875489 0.12413894576719131 0.19170078251130171 0.14431054681900848 0.071909962689336096 0 0.11961029474221681 nan nan nan nan nan nan nan nan nan nan 6.1849985708208743 6.0374189062130537 4.115461654954311 0 4.0632796371524513 nan nan nan nan nan nan nan nan nan nan 0 15 0 9252 18 0 90 32 6 0 0.00072461757201478991 0.00072461757201478991 0.019928985599995432 -3.4985437149392942e-05 -0.054525620229230611 -0.0038946871633428453 0 running
280 0.19324558853299592 0.00072649014085124559 0.02 6.2346750000000002 0.12261600052524564 0.1892235819367393 0.14328978053070768 0.070306774454293952 0 0.11786793552260069 nan nan nan nan nan nan nan nan nan nan 5.9244918875701975 6.0297264711850183 3.9766094720247462 0 3.9235368071354282 nan nan nan nan nan nan nan nan nan nan 0 18 0 9224 18 0 118 41 9 0 0.00072649014085124559 0.00072649014085124559 0.018509357713139343 -3.0298626250974466e-05 -0.054544575701806174 -0.0038960411256711018 0 running
290 0.20052194693526143 0.00072860762912413163 0.02 6.5988709999999999 0.12124211033634051 0.18702132514890976 0.14238356238877325 0.068784916372909219 0 0.11626188960552296 nan nan nan nan nan nan nan nan nan nan 5.8539680917998442 6.2726796836921501 3.8190573047297196 0 3.783899607572307 nan nan nan nan nan nan nan nan nan nan 0 21 0 9206 0 0 154 51 9 0 0.00072860762912413163 0.00072860762912413163 0.017203085986356531 -3.6086356093245609e-05 -0.051658643579847514 -0.0036899031167421234 0 running
300 0.20782066934053117 0.00073093551329627467 0.02 6.9433049999999996 0.11999716867001041 0.1850570126026875 0.14158666015137969 0.067298651977542978 0 0.11478071980888883 nan nan nan nan nan nan nan nan nan nan 5.9923405511543715 6.3954294156374765 3.6337601544355906 0 3.8174154940700213 nan nan nan nan nan nan nan nan nan nan 0 27 0 9224 36 0 100 37 9 0 0.00073093551329627467 0.00073093551329627467 0.0161641381764287 -2.7010364564742853e-05 -0.049510037634129561 -0.0035364312633145174 0 running
310 0.21514211458597474 0.00073305320063603015 0.02 7.2557010000000002 0.11874922193499081 0.18315101922166524 0.14066626558308076 0.065856824997447688 0 0.11330698582637992 nan nan nan nan nan nan nan nan nan nan 5.9781603355292141 6.3439136705213492 3.4091442645627801 0 3.7715592806677125 nan nan nan nan nan nan nan nan nan nan 0 27 0 9224 20 0 116 39 7 0 0.00073305320063603015 0.00073305320063603015 0.015187830769491957 -3.1198946838879852e-05 -0.045364007255532482 -0.0032402862359591929 0 running
320 0.22248415827978291 0.00073516988542746565 0.02 7.5673250000000003 0.11756895190672156 0.18136512660027609 0.13977320234431401 0.064539097211266869 0 0.11188002481703765 nan nan nan nan nan nan nan nan nan nan 5.8418605408356141 6.1570953110215516 3.1333072564786644 0 3.6409524113763538 nan nan nan nan nan nan nan nan nan nan 0 27 0 9234 31 0 95 34 6 0 0.00073516988542746565 0.00073516988542746565 0.014032954941872433 -2.4708182115358575e-05 -0.03862779828272879 -0.0027591284516794846 0 running
330 0.22984818917750199 0.00073743216841564026 0.02 7.8835259999999998 0.11657171987620735 0.17985996302505219 0.13904616815511228 0.063432827970797606 0 0.11062396906692086 nan nan nan nan nan nan nan nan nan nan 5.6616274403557014 5.9225618723488793 3.245450615529613 0 3.4822413472409477 nan nan nan nan nan nan nan nan nan nan 0 27 0 9216 9 0 135 46 6 0 0.00073743216841564026 0.00073743216841564026 0.013293946868609408 -2.5677929210110578e-05 -0.03795250243044667 -0.0027108930336084054 0 running
340 0.23723554467943711 0.00073981947537326426 0.02 8.2317110000000007 0.11571578852734479 0.17859833870012856 0.13837244410461044 0.062561124685443337 0 0.10951038478924698 nan nan nan nan nan nan nan nan nan nan 5.6960485052028664 5.6315648764690192 3.4287054579159113 0 3.6028975596096808 nan nan nan nan nan nan nan nan nan nan 0 27 0 9206 42 0 112 39 7 0 0.00073981947537326426 0.00073981947537326426 0.012424075423321381 -1.9955632519363937e-05 -0.037518373370727442 -0.0026798838150242921 0 running
350 0.24464738131147512 0.00074231451760314155 0.02 8.6048869999999997 0.11501798764000626 0.17759138160035401 0.13780711006126123 0.061928574956232454 0 0.10854050214327521 nan nan nan nan nan nan nan nan nan nan 5.8717182609032808 5.2549674170901373 3.5988429102225599 0 3.7503287662324434 nan nan nan nan nan nan nan nan nan nan 0 27 0 9225 27 0 108 37 6 0 0.00074231451760314155 0.00074231451760314155 0.011757184533478685 -1.403521770631799e-05 -0.026312497043411789 -0.0018794640765137888 0 running
360 0.25208466983923961 0.00074489787105882252 0.02 8.9238999999999997 0.11445673035877311 0.17679121563879102 0.13732695198184899 0.061537871715349989 0 0.10770784697125382 nan nan nan nan nan nan nan nan nan nan 6.0086498699531523 5.2263796318195572 3.7285491820703975 0 3.8670492392297313 nan nan nan nan nan nan nan nan nan nan 0 27 0 9197 67 0 96 38 9 0 0.00074489787105882252 0.00074489787105882252 0.01105624995026064 -1.663076964806449e-05 -0.037270046272411664 -0.0026621461651258655 0 running
370 0.25954818957885861 0.00074755072860811713 0.02 9.2399900000000006 0.11398192847497647 0.17611005391128187 0.13692388634424477 0.06129800603871887 0 0.10695350770219822 nan nan nan nan nan nan nan nan nan nan 6.3157522125702972 5.3355797008310288 3.7639564027908254 0 3.8851883061376187 nan nan nan nan nan nan nan nan nan nan 0 27 0 9221 58 0 81 33 7 0 0.00074755072860811713 0.00074755072860811713 0.010462036948105704 -1.4456182831375228e-05 -0.027860833701530311 -0.001990059552210452 0 running
380 0.26703854852156761 0.00075025932766296433 0.02 9.6108860000000007 0.11353309577239971 0.1754594207906971 0.13654562694278471 0.061121144185650844 0 0.10621821091675505 nan nan nan nan nan nan nan nan nan nan 6.5453193874834819 5.3859163566465771 3.8440813851439213 0 3.8189691515386706 nan nan nan nan nan nan nan nan nan nan 0 27 0 9216 40 0 104 38 6 0 0.00075025932766296433 0.00075025932766296433 0.0099115772911948993 -7.2299834365716751e-06 -0.021335758414158964 -0.0015239827454775485 0 running
390 0.27454051882976355 0.0007484311875669762 0.02 9.8951519999999995 0.11308754092882758 0.17480641890445009 0.13613698597143811 0.06100718522977009 0 0.10550601820465581 nan nan nan nan nan nan nan nan nan nan 6.7048476306333367 5.4842774865148511 3.9697934444516099 0 3.8868080622568266 nan nan nan nan nan nan nan nan nan nan 0 27 0 9221 99 4 36 23 7 0 0.0007484311875669762 0.0007484311875669762 0.009300124959542716 -7.92087197183655e-06 -0.021555126137298309 -0.0015396518685754743 0 running
400 0.2819976067396992 0.00074351393707787754 0.02 10.25577 0.11270961038589368 0.17422037578455365 0.1357821576968149 0.061034503508165604 0 0.1048929790829571 nan nan nan nan nan nan nan nan nan nan 6.7926181609124026 5.4645195157237989 4.0822331456568017 0 3.9483237279667249 nan nan nan nan nan nan nan nan nan nan 0 27 0 9216 65 9 70 29 6 0 0.00074351393707787754 0.00074351393707787754 0.0088490420059999832 -7.5508780168598281e-06 -0.011969726397811548 -0.00085498045788924451 0 running
410 0.28940670931489226 0.00073881203081051791 0.02 10.578836000000001 0.11244668330221146 0.17377350102891198 0.13553996085430339 0.061220781527074407 0 0.10442695145086851 nan nan nan nan nan nan nan nan nan nan 6.8121911752086053 5.3575526897683492 4.1720886390511467 0 3.9930759007602248 nan nan nan nan nan nan nan nan nan nan 0 27 0 9216 77 4 63 30 6 0 0.00073881203081051791 0.00073881203081051791 0.0082925144860232607 -5.9934480851869799e-06 -0.018889270307114091 -0.0013492335947898398 0 running
420 0.2967699590595273 0.00073432130261886868 0.02 10.937582000000001 0.11228953288290069 0.17344466501662822 0.13545670246270727 0.061475340084214812 0 0.10408606281356565 nan nan nan nan nan nan nan nan nan nan 6.7750924280125382 5.2147135285527746 4.2272513926007118 0 4.0175632322119927 nan nan nan nan nan nan nan nan nan nan 0 29 0 9203 54 0 103 39 7 0 0.00073432130261886868 0.00073432130261886868 0.0078547300251633166 -8.7237437493271176e-06 -0.019451415564140939 -0.0013893868274770093 0 running
430 0.30408943139956085 0.00073003501483846268 0.02 11.271222 0.11214453889567216 0.17310250730644744 0.13544609343138433 0.061679913298663555 0 0.10376634355359157 nan nan nan nan nan nan nan nan nan nan 6.6974651925852635 5.0400522815066058 4.2251596067860913 0 4.0006891750198621 nan nan nan nan nan nan nan nan nan nan 0 31 0 9208 57 0 95 34 7 0 0.00073003501483846268 0.00073003501483846268 0.0074479336548641303 -7.6929782333860751e-06 -0.01609591316184401 -0.0011497080842027426 0 running
440 0.31136714310865415 0.00072594895587350342 0.02 11.603005 0.1119591872335797 0.17266169337114262 0.13545855024171385 0.061784844942307002 0 0.10342075117739409 nan nan nan nan nan nan nan nan nan nan 6.5945177157835921 4.8181450214973314 4.1669005116949318 0 3.9590808280126257 nan nan nan nan nan nan nan nan nan nan 0 31 0 9234 76 4 46 24 6 0 0.00072594895587350342 0.00072594895587350342 0.0070406997290545252 -4.3130596834941436e-06 -0.021440637233819823 -0.0015314740897469478 0 running
450 0.31860510661143449 0.00072206628584250954 0.02 11.916762 0.11173662698072744 0.17212849570593983 0.13550800073316577 0.061772388564326146 0 0.10304806528761061 nan nan nan nan nan nan nan nan nan nan 6.4791712074288021 4.537517959326637 4.0252056099062541 0 3.8292891813407035 nan nan nan nan nan nan nan nan nan nan 0 31 0 9195 54 0 111 39 9 0 0.00072206628584250954 0.00072206628584250954 0.006697891244315227 -6.797188371659295e-06 -0.018800193143454484 -0.001342870940236007 0 running
460 0.3258054105725684 0.00071839786137930606 0.02 12.285372000000001 0.11150904676637065 0.1715472661376401 0.13563068672036388 0.061676279870088495 0 0.10268021404133267 nan nan nan nan nan nan nan nan nan nan 6.3957996529305587 4.6742516066355426 3.9242255009034341 0 3.6901848475468686 nan nan nan nan nan nan nan nan nan nan 0 26 0 9198 67 0 95 37 7 0 0.00071839786137930606 0.00071839786137930606 0.006393655309150266 -5.8526702294219014e-06 -0.020613686273617326 -0.0014724061639558332 0 running
470 0.33297027611677898 0.00071495813257471631 0.02 12.611725 0.111401306514298 0.17108662972194491 0.13593492078581088 0.061668095897239282 0 0.10246640354386019 nan nan nan nan nan nan nan nan nan nan 6.3052334694540466 4.7745339044173356 3.9078655485201361 0 3.6399423438961995 nan nan nan nan nan nan nan nan nan nan 0 27 0 9221 77 10 52 24 6 0 0.00071495813257471631 0.00071495813257471631 0.0061482538198210073 -3.0541223195078982e-06 -0.0088628949588638109 -0.00063306392630153071 0 running
480 0.34010206161598533 0.00071175917109904049 0.02 12.935504999999999 0.11150619359667381 0.17089335963652755 0.13645864856001874 0.061909948851665612 0 0.10251736999451552 nan nan nan nan nan nan nan nan nan nan 6.2038177006926869 4.8100547687103523 3.8865325581722816 0 3.5934498721601416 nan nan nan nan nan nan nan nan nan nan 0 28 0 9203 76 0 81 33 7 0 0.00071175917109904049 0.00071175917109904049 0.0058698801075553423 -5.1722927128093606e-06 -0.011376294474890164 -0.00081259246335010579 0 running
490 0.34720319489788759 0.00070880235097840782 0.02 13.256038 0.11180474776653898 0.1709560685049874 0.13717827469248589 0.062381582923150956 0 0.10279197352619514 nan nan nan nan nan nan nan nan nan nan 6.0891061396755646 4.7804508781881587 3.8666372436498295 0 3.5371974859543158 nan nan nan nan nan nan nan nan nan nan 0 28 0 9206 62 0 92 34 9 0 0.00070880235097840782 0.00070880235097840782 0.0055995139554469329 -5.0952747866955792e-06 -0.017415813333329675 -0.0012439866679798313 0 running
500 0.35427602313630163 0.0007060713824340192 0.02 13.584101 0.11223681101809672 0.1712061580358317 0.13804013413740243 0.062966561118083367 0 0.10321866951506509 nan nan nan nan nan nan nan nan nan nan 5.9661979644442384 4.772371050602791 3.846745661358379 0 3.4794540312738924 nan nan nan nan nan nan nan nan nan nan 0 31 0 9212 68 0 80 31 7 0 0.0007060713824340192 0.0007060713824340192 0.0053860963038270589 -4.527462393335429e-06 -0.015871810518363619 -0.0011337007525086707 0 running
510 0.36132264337663594 0.00070353578585139311 0.02 13.921818999999999 0.11274654323536028 0.1715743159733058 0.13896267609974436 0.063622211293041672 0 0.1037437132422401 nan nan nan nan nan nan nan nan nan nan 5.8465976766531096 4.7251754924308553 3.8198686989542701 0 3.4259223196780457 nan nan nan nan nan nan nan nan nan nan 0 31 0 9212 58 0 90 33 7 0 0.00070353578585139311 0.00070353578585139311 0.0051762225655875337 -4.3975132631920979e-06 -0.014912747490874583 -0.0010651962504728398 0 running
520 0.36834485011772955 0.00070116892106950057 0.02 14.264519 0.11327303607423272 0.17197885833428744 0.13987624989357766 0.064297356864105731 0 0.10429602297981687 nan nan nan nan nan nan nan nan nan nan 5.760376824668251 4.6401250559471316 3.7785928660944088 0 3.3751639878487634 nan nan nan nan nan nan nan nan nan nan 0 30 0 9217 59 0 84 30 7 0 0.00070116892106950057 0.00070116892106950057 0.0050073889032349458 -4.8695723012692753e-06 -0.0093419640060968326 -0.0006672831439971617 0 running
530 0.37534428504374817 0.0006989663995943141 0.02 14.619033 0.11380645391667131 0.17240227683401751 0.14078246984773779 0.064960147660934928 0 0.10486884717266737 nan nan nan nan nan nan nan nan nan nan 5.6525010834337452 4.5332563326584445 3.7078460219968226 0 3.3682639420291047 nan nan nan nan nan nan nan nan nan nan 0 28 0 9226 49 0 85 30 6 0 0.0006989663995943141 0.0006989663995943141 0.0048147225224662174 -3.4029473881556906e-06 -0.010695495136226659 -0.00076396393910851262 0 running
