# step time dt cfl wall_time total_l2 rho_l2 rhou_l2 rhov_l2 rhow_l2 rhoE_l2 rho_reference_l2 rhou_reference_l2 rhov_reference_l2 rhow_reference_l2 rhoE_reference_l2 rho_normalized_l2 rhou_normalized_l2 rhov_normalized_l2 rhow_normalized_l2 rhoE_normalized_l2 rho_linf rhou_linf rhov_linf rhow_linf rhoE_linf rho_reference_linf rhou_reference_linf rhov_reference_linf rhow_reference_linf rhoE_reference_linf rho_normalized_linf rhou_normalized_linf rhov_normalized_linf rhow_normalized_linf rhoE_normalized_linf consecutive reconstruction_fallbacks riemann_fallbacks robustness_level0_faces robustness_level1_faces robustness_level2_faces robustness_level3_faces troubled_cells local_recomputations step_retries proposed_dt accepted_dt minimum_rho minimum_p minimum_T minimum_e residual_checked stop_reason
3660 2.1185104990768915 0.00065186574850557887 0.02 104.962565 0.1097783370750265 0.15733746315546013 0.14633735403791701 0.062623740768870048 0 0.10082155051321923 nan nan nan nan nan nan nan nan nan nan 2.673996201272951 1.987555645126889 1.281909007632537 0 1.454738131813808 nan nan nan nan nan nan nan nan nan nan 0 12 0 9295 52 0 13 7 5 0 0.00065186574850557887 0.00065186574850557887 0.00086589540087793121 -4.2970622867351251e-07 -0.0051790119555385639 -0.0003699294257861905 0 running
3670 2.124978461264325 0.00064244583325594618 0.02 105.16519 0.1097053472761309 0.15724781318064784 0.14622397654442568 0.062604913335426463 0 0.10074033385186626 nan nan nan nan nan nan nan nan nan nan 2.6710895857129948 1.9679444841804787 1.2889590299126374 0 1.4505389246693567 nan nan nan nan nan nan nan nan nan nan 0 12 0 9316 26 10 8 6 4 0 0.00064244583325594618 0.00064244583325594618 0.00083409370821993815 -7.8858992515386929e-07 -0.011559152839210166 -0.00082565377510103921 0 running
3680 2.1313481487834562 0.00063248155252772535 0.02 105.381108 0.10965371735840145 0.15718751057582497 0.14613767605627095 0.062596778431278338 0 0.10068365377981528 nan nan nan nan nan nan nan nan nan nan 2.7074941026556889 1.9449809821200423 1.3135660199304544 0 1.443806632211075 nan nan nan nan nan nan nan nan nan nan 0 12 0 9360 0 0 0 0 0 0 0.00063248155252772535 0.00063248155252772535 0.00080270912128530632 4.571536362657501e-08 0.00051338614274551908 3.6670438806254455e-05 0 running
3690 2.1376082403142993 0.00062042684411854989 0.02 105.651709 0.10961950559352059 0.15714926566331036 0.14607778978966546 0.062590236758411633 0 0.10064804979240302 nan nan nan nan nan nan nan nan nan nan 2.7770134928837269 1.9340953570428696 1.3568090038220806 0 1.4382169780328928 nan nan nan nan nan nan nan nan nan nan 0 12 0 9316 31 5 8 5 4 0 0.00062042684411854989 0.00062042684411854989 0.00076619707508735282 -1.3372154583874554e-06 -0.019039813941169329 -0.0013599867115194244 0 running
3700 2.1437690713613935 0.00061600201447241691 0.02 105.864013 0.10958659945611858 0.15711084993393734 0.14602317149262939 0.062576056292950211 0 0.10061692353113537 nan nan nan nan nan nan nan nan nan nan 2.8372280590681749 1.9230220920874661 1.3949901422257054 0 1.4681261846979088 nan nan nan nan nan nan nan nan nan nan 0 15 0 9311 26 12 11 8 4 0 0.00061600201447241691 0.00061600201447241691 0.00073715163455723512 -1.3641987661537621e-06 -0.018511890778970929 -0.0013222779141797249 0 running
3710 2.1499168329584153 0.00061343399294322984 0.02 106.056382 0.10953903786415213 0.15704922302054722 0.14595250274548319 0.062547089211431733 0 0.10057471950331309 nan nan nan nan nan nan nan nan nan nan 2.8876684850257863 1.9097251314372523 1.4279998914120573 0 1.4962699144246581 nan nan nan nan nan nan nan nan nan nan 0 15 0 9329 18 5 8 4 3 0 0.00061343399294322984 0.00061343399294322984 0.00072695094620020757 -1.2931172521131806e-06 -0.018008762121049994 -0.0012863401528617144 0 running
3720 2.1560383576404685 0.00060990222942872976 0.02 106.24391799999999 0.1094685493200951 0.15694908886438746 0.14585672447791867 0.062499907613080982 0 0.10051555814299563 nan nan nan nan nan nan nan nan nan nan 2.9276931278210538 1.8944378769873922 1.4555113121277037 0 1.5175165856799526 nan nan nan nan nan nan nan nan nan nan 0 15 0 9331 29 0 0 2 1 0 0.00060990222942872976 0.00060990222942872976 0.00071885301328562172 -5.7859644475785613e-07 -0.003260050543417466 -0.00023286075334710653 0 running
3730 2.1621166959190345 0.00060480559123977159 0.02 106.441182 0.1093719237307583 0.15680371736871757 0.14573253355799753 0.062434802464958375 0 0.10043707894056927 nan nan nan nan nan nan nan nan nan nan 2.9574232124960806 1.877508531412571 1.4775483512932381 0 1.5320674628315012 nan nan nan nan nan nan nan nan nan nan 0 15 0 9342 0 10 8 4 3 0 0.00060480559123977159 0.00060480559123977159 0.00072427329143101235 -1.3908549010247826e-06 -0.019070957459348784 -0.0013622112485345915 0 running
3740 2.168149506469724 0.00060111876201949946 0.02 106.654476 0.10924900157634831 0.1566142542172668 0.14557914661476246 0.062353027132719632 0 0.10033697813576971 nan nan nan nan nan nan nan nan nan nan 2.9775637825000221 1.8715449754509244 1.4944085540383392 0 1.5404711330821503 nan nan nan nan nan nan nan nan nan nan 0 15 0 9302 58 0 0 4 2 0 0.00060111876201949946 0.00060111876201949946 0.00070938680334200468 -1.1548216235203464e-06 -0.0064528702262157287 -0.00046091930235919986 0 running
3750 2.1741284886827597 0.00059501561807301449 0.02 106.87674800000001 0.10909800471841823 0.15638083406549413 0.14539231818630596 0.062254870149751174 0 0.10021134097361437 nan nan nan nan nan nan nan nan nan nan 2.9890924021993373 1.8805244601036002 1.5064813713352398 0 1.5434296291791694 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 26 0 0 2 2 0 0.00059501561807301449 0.00059501561807301449 0.00069920015145021356 -1.3526137736859925e-07 -0.0013096277239252002 -9.3544837521995086e-05 0 running
3760 2.1800454967256462 0.00058854839987946129 0.02 107.109247 0.10892347949415922 0.15611289365026601 0.14517773091187583 0.062139925991256992 0 0.10006219269431106 nan nan nan nan nan nan nan nan nan nan 2.9930118144847979 1.8823466589330207 1.5142295088742315 0 1.5416204501710831 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 26 0 0 2 2 0 0.00058854839987946129 0.00058854839987946129 0.00069127715506782936 -1.2621450625280998e-07 -0.0011904016371344698 -8.5028688456522815e-05 0 running
3770 2.1858973066117926 0.00058218463416631692 0.02 107.33766199999999 0.10873309683826836 0.15582440645237461 0.14494551530808605 0.06200857961560486 0 0.099894543094680488 nan nan nan nan nan nan nan nan nan nan 2.9903036693599852 1.8792799320606099 1.5180846454033117 0 1.5357604348236391 nan nan nan nan nan nan nan nan nan nan 0 15 0 9316 0 36 8 8 5 0 0.00058218463416631692 0.00058218463416631692 0.00067577386434297031 -1.1668805138489131e-06 -0.01571131666401876 -0.0011222369057576486 0 running
3780 2.1916825677579568 0.00057576330765768651 0.02 107.551913 0.10853506084881467 0.15552872006109955 0.1447065223503726 0.061862882397082715 0 0.099715197308241216 nan nan nan nan nan nan nan nan nan nan 2.9818716990943006 1.8730217499171953 1.5185092073417419 0 1.5265122443821837 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 26 0 0 2 2 0 0.00057576330765768651 0.00057576330765768651 0.00069041083247851822 -3.0644804602918817e-07 -0.0027545060461075395 -0.00019675043207255724 0 running
3790 2.1974078944296851 0.00056997718658414001 0.02 107.77211200000001 0.1083387495641483 0.1552387673696379 0.14447365674832327 0.061706620610668249 0 0.099533933257710511 nan nan nan nan nan nan nan nan nan nan 2.9684567218185878 1.8645584726813409 1.5159335176688158 0 1.5144447834482078 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 0 26 0 4 4 0 0.00056997718658414001 0.00056997718658414001 0.00069387343938185069 -6.0341579220576222e-07 -0.005302515350469347 -0.00037875109686198911 0 running
3800 2.2030865970994644 0.00056701730738919641 0.02 108.013446 0.10815181668763654 0.15496549399696477 0.14425597363798692 0.061545348125670814 0 0.099358729502262585 nan nan nan nan nan nan nan nan nan nan 2.9506106064461459 1.8544699490973671 1.5107261903742946 0 1.5000121883846966 nan nan nan nan nan nan nan nan nan nan 0 15 0 9314 33 4 9 5 4 0 0.00056701730738919641 0.00056701730738919641 0.00074033172984034527 -9.1790733563312088e-07 -0.012300328288556676 -0.00087859487868168613 0 running
3810 2.2087511983764387 0.00056642741252571486 0.02 108.25211 0.10797952871619985 0.15471553389366907 0.14405983171245529 0.061383753045103323 0 0.09919574804363801 nan nan nan nan nan nan nan nan nan nan 2.9286477154275241 1.8431013910053569 1.5031587922661975 0 1.483510356095727 nan nan nan nan nan nan nan nan nan nan 0 15 0 9318 16 26 0 5 4 0 0.00056642741252571486 0.00056642741252571486 0.00078572274610118082 -6.0858377553974623e-07 -0.0052702336183403807 -0.00037644525885034274 0 running
3820 2.2144153261692803 0.00056676037989673541 0.02 108.499483 0.10782517300625991 0.15449131913434663 0.14388999523471815 0.061225607557086378 0 0.099049816920059458 nan nan nan nan nan nan nan nan nan nan 2.902810962627667 1.8307003247061098 1.493450580999264 0 1.465194211203122 nan nan nan nan nan nan nan nan nan nan 0 15 0 9314 33 4 9 5 4 0 0.00056676037989673541 0.00056676037989673541 0.00084654277526849311 -4.8411320588215622e-07 -0.0064811190327002709 -0.00046293707425308324 0 running
3830 2.2200803045052862 0.00056671080341316141 0.02 108.72975599999999 0.10768820166324108 0.15428868308390564 0.14374641969222712 0.061073857624018575 0 0.098922681424108913 nan nan nan nan nan nan nan nan nan nan 2.8733461862644178 1.8174358885934032 1.481803341809663 0 1.4614008322796521 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 26 0 0 2 2 0 0.00056671080341316141 0.00056671080341316141 0.00088548087839245937 -9.0226221545995609e-08 -0.00077551774808973185 -5.5394124922038492e-05 0 running
3840 2.2257430854576152 0.00056686673021042562 0.02 108.943946 0.10756440450330239 0.15409750943125414 0.14362425117154301 0.060930563605557313 0 0.098812975170052955 nan nan nan nan nan nan nan nan nan nan 2.8405246847067973 1.8288942695201529 1.4684125154317189 0 1.5033486785825301 nan nan nan nan nan nan nan nan nan nan 0 15 0 9311 26 12 11 8 4 0 0.00056686673021042562 0.00056686673021042562 0.0009250194786361495 -5.1648312115867492e-07 -0.0069096275060930371 -0.00049354482238488269 0 running
3850 2.231135044200971 0.00056793984689255668 0.02 109.154698 0.10745300761736416 0.1539150882349879 0.14351999443502914 0.060803204238522673 0 0.098721180074998097 nan nan nan nan nan nan nan nan nan nan 2.8063897612492239 1.8647809400311988 1.4542014372573226 0 1.5419663687934784 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 0 26 0 4 4 0 0.00056793984689255668 0.00056793984689255668 0.00096065701404439842 -6.6244525495917624e-07 -0.005629013447836873 -0.00040207238955572119 0 running
3860 2.2368307497455504 0.00057113799658347589 0.02 109.36050400000001 0.10734036614038187 0.1537220384767832 0.14341521112760788 0.060684034749279525 0 0.098634836878612325 nan nan nan nan nan nan nan nan nan nan 2.8146910982770126 1.8995832366838332 1.4458307392846792 0 1.580186065530111 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 0 26 0 4 4 0 0.00057113799658347589 0.00057113799658347589 0.0010242511602177001 -7.4885212634767645e-07 -0.0063800470352522037 -0.00045571764585631311 0 running
3870 2.2425461626175363 0.00057231607403238072 0.02 109.588937 0.10722059971342122 0.15350990900089226 0.14330181181119961 0.060571967766706036 0 0.098547553523986378 nan nan nan nan nan nan nan nan nan nan 2.8583918497169196 1.9299633149636701 1.4799916579953853 0 1.614669049408652 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 0 26 0 4 4 0 0.00057231607403238072 0.00057231607403238072 0.0010648124170677526 -7.7182631269372116e-07 -0.0065500583609701549 -0.00046786131199184552 0 running
3880 2.2482756197774147 0.00057417373018176215 0.02 109.78530499999999 0.10708398696184311 0.1532663200551356 0.14316851586524015 0.060457230458152454 0 0.098448137642374867 nan nan nan nan nan nan nan nan nan nan 2.8951120177657876 1.9545940039620899 1.5104610710954156 0 1.6441893092695206 nan nan nan nan nan nan nan nan nan nan 0 15 0 9321 39 0 0 3 2 0 0.00057417373018176215 0.00057417373018176215 0.0011198491840051449 -8.5838857441684883e-08 -0.0010959927380825055 -7.8285195659976895e-05 0 running
3890 2.2540288030209261 0.00057635504914009691 0.02 110.026978 0.10692886602484222 0.15299403027901193 0.14300928349096381 0.060340086302370893 0 0.098331874111102141 nan nan nan nan nan nan nan nan nan nan 2.9234917654564589 1.9723681008902192 1.5364036670731989 0 1.6677323780611042 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 0 26 0 4 4 0 0.00057635504914009691 0.00057635504914009691 0.0011606891972333027 -8.3167006800204788e-07 -0.0070268651626591745 -0.00050191894071987707 0 running
3900 2.2597959839686128 0.00057779201046891603 0.02 110.247917 0.10675170286680416 0.15269002157058251 0.14282052640172371 0.060214141223755797 0 0.098193391186002885 nan nan nan nan nan nan nan nan nan nan 2.9423195573034127 1.9823073541994036 1.5570503993647971 0 1.6843830358441498 nan nan nan nan nan nan nan nan nan nan 0 15 0 9347 13 0 0 1 1 0 0.00057779201046891603 0.00057779201046891603 0.0012123678418192096 -3.9790642803599884e-08 -0.00033540866627034324 -2.3957761901748172e-05 0 running
3910 2.2655837043440976 0.0005795976899509327 0.02 110.49622599999999 0.1065505067161438 0.15235267662069704 0.14260132951157961 0.060073646351614204 0 0.098029241399673325 nan nan nan nan nan nan nan nan nan nan 2.9507510479141255 1.9837024223694364 1.5719034471110858 0 1.6935113743005701 nan nan nan nan nan nan nan nan nan nan 0 15 0 9334 0 26 0 4 4 0 0.0005795976899509327 0.0005795976899509327 0.0012521708207527112 -8.9616736688134782e-07 -0.0075076886591281472 -0.00053626347621820803 0 running
3920 2.2713508766547688 0.00057273131043730991 0.02 110.715157 0.10632451924195679 0.15198291724134499 0.14235083806007359 0.059915909409910158 0 0.097836764716311142 nan nan nan nan nan nan nan nan nan nan 2.9482673037744962 1.9761588751682635 1.5806088583580049 0 1.6947179771606558 nan nan nan nan nan nan nan nan nan nan 0 10 0 9321 39 0 0 3 2 0 0.00057273131043730991 0.00057273131043730991 0.0012995520340411877 -1.8408375303032711e-07 -0.0022700245514003241 -0.00016214461098550435 0 running
3930 2.2770481645055791 0.00056848502200074441 0.02 110.940989 0.10607772488712419 0.15158812345177775 0.14207435033421467 0.059741021449869709 0 0.097618383246946161 nan nan nan nan nan nan nan nan nan nan 2.9350174356459044 1.9598416428163787 1.5832049999728088 0 1.6881149789440157 nan nan nan nan nan nan nan nan nan nan 0 10 0 9308 52 0 0 4 2 0 0.00056848502200074441 0.00056848502200074441 0.0013425365082929042 -1.6573268450271319e-07 -0.0020250727134899014 -0.00014464805111628665 0 running
3940 2.282720237562498 0.00056625834503887598 0.02 111.13627200000001 0.10581802684081448 0.15117767483362818 0.14178531911016012 0.059548589595841507 0 0.097383126958886179 nan nan nan nan nan nan nan nan nan nan 2.9113790547375102 1.9349771446218988 1.5800226397867387 0 1.6740500043674582 nan nan nan nan nan nan nan nan nan nan 0 10 0 9334 26 0 0 2 2 0 0.00056625834503887598 0.00056625834503887598 0.0013823985399803913 -1.5921482024120605e-07 -0.0019261450823890248 -0.00013758179174447766 0 running
3950 2.2883742200215034 0.00056511807247460767 0.02 111.344656 0.10555256668132179 0.15075975079443921 0.14149480633700615 0.059340204718290067 0 0.097139997370380621 nan nan nan nan nan nan nan nan nan nan 2.877979548398792 1.9020809236031186 1.5714406847663209 0 1.6529860022723453 nan nan nan nan nan nan nan nan nan nan 0 9 0 9360 0 0 0 0 0 0 0.00056511807247460767 0.00056511807247460767 0.0014131600387985454 1.2217191432007527e-07 0.0010008049006398328 7.1486064406893027e-05 0 running
3960 2.2940233725190242 0.00056499652832695229 0.02 111.564285 0.10528298263145043 0.15033667407283721 0.14120408898506143 0.059117812496365815 0 0.09689120748103186 nan nan nan nan nan nan nan nan nan nan 2.8355577545033062 1.8618326769542013 1.55790980205914 0 1.6255401361500805 nan nan nan nan nan nan nan nan nan nan 0 9 0 9334 26 0 0 2 2 0 0.00056499652832695229 0.00056499652832695229 0.0014446125220666194 -8.3571414152654164e-08 -0.00099362753311074345 -7.0973395297131074e-05 0 running
3970 2.2996786492798309 0.00056657612108034481 0.02 111.778069 0.10501015989408638 0.14990974247713437 0.14091306746238666 0.058883901055254699 0 0.096638145316448557 nan nan nan nan nan nan nan nan nan nan 2.7850529467655849 1.8150668619090808 1.5399303219182219 0 1.5924327214259653 nan nan nan nan nan nan nan nan nan nan 0 9 0 9347 0 0 13 3 3 0 0.00056657612108034481 0.00056657612108034481 0.0015074826240670154 -9.4237426993479235e-07 -0.0074090707598305668 -0.00052921934054665787 0 running
3980 2.3053655825089967 0.00057089656696987057 0.02 112.055442 0.10473270698652584 0.14947682003942764 0.1406182447109855 0.058640884146007891 0 0.096380162873403757 nan nan nan nan nan nan nan nan nan nan 2.7273676137013272 1.7625764188147897 1.5179761283873545 0 1.5543410382835301 nan nan nan nan nan nan nan nan nan nan 0 9 0 9347 0 0 13 3 3 0 0.00057089656696987057 0.00057089656696987057 0.0016429756398035245 -9.7945887956342442e-07 -0.0073999910400712292 -0.00052857078913459189 0 running
3990 2.3111117689012284 0.0005782115677619436 0.02 112.35933 0.10444722846239453 0.14903353850800816 0.14031293433492065 0.058391024512829376 0 0.09611394686426443 nan nan nan nan nan nan nan nan nan nan 2.6634313507924032 1.7051655176281777 1.4924666748870914 0 1.5119313438868223 nan nan nan nan nan nan nan nan nan nan 0 9 0 9329 5 5 21 6 3 0 0.0005782115677619436 0.0005782115677619436 0.0018410174685666444 -9.1355460101810362e-07 -0.014842935242139751 -0.0010602096612722296 0 running
4000 2.316941033209051 0.00058675047802089753 0.02 112.67987100000001 0.10415575580728836 0.14858254818993913 0.13999932183875416 0.058137154189937222 0 0.095841509272894018 nan nan nan nan nan nan nan nan nan nan 2.5943164933483454 1.6625030433990498 1.4638551631086756 0 1.4659348019427498 nan nan nan nan nan nan nan nan nan nan 0 9 0 9347 0 0 13 3 3 0 0.00058675047802089753 0.00058675047802089753 0.0020626649141529787 -4.9631731131836985e-07 -0.0034928553224252332 -0.00024948966615093279 0 running
4010 2.3228536869072252 0.00059485259555822317 0.02 112.940737 0.10387007367304653 0.14813928407633031 0.13969491308481372 0.057883464236100204 0 0.095574836457235551 nan nan nan nan nan nan nan nan nan nan 2.5215777681238212 1.6584212820495559 1.4327535944129939 0 1.4173808822075533 nan nan nan nan nan nan nan nan nan nan 0 9 0 9347 0 0 13 3 3 0 0.00059485259555822317 0.00059485259555822317 0.002061309969673459 -6.9127791731612974e-07 -0.0047283096199699478 -0.00033773640178301359 0 running
4020 2.3288434771929643 0.000602225227820019 0.02 113.195368 0.10360327847474197 0.14772224039121309 0.13941872448492695 0.057633682962046684 0 0.095326355739646443 nan nan nan nan nan nan nan nan nan nan 2.4471161613810741 1.6535631463356935 1.3998842597066541 0 1.3675198953590595 nan nan nan nan nan nan nan nan nan nan 0 9 0 9360 0 0 0 0 0 0 0.000602225227820019 0.000602225227820019 0.0020220856631055274 2.105511514166602e-07 0.0023633033825471617 0.0001688073846458846 0 running
4030 2.3349039603843731 0.0006090751978445316 0.02 113.456963 0.10336317620620301 0.14734410571126977 0.13918116766845329 0.057389669112313663 0 0.095102439164009206 nan nan nan nan nan nan nan nan nan nan 2.3730235738563739 1.6481268397553703 1.3660262975884749 0 1.3177290315007273 nan nan nan nan nan nan nan nan nan nan 0 9 0 9347 0 0 13 3 3 0 0.0006090751978445316 0.0006090751978445316 0.001984233697890637 -1.0025037096067847e-06 -0.0065440136987978239 -0.00046742955040765164 0 running
4040 2.3410295313117113 0.00061532465235251195 0.02 113.730463 0.10315017471626602 0.14700742513527085 0.13898158144470582 0.057150997527230858 0 0.094902545676340017 nan nan nan nan nan nan nan nan nan nan 2.3013635158926284 1.6423273278706936 1.3319538057262057 0 1.2693651099409564 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 5 5 8 3 3 0 0.00061532465235251195 0.00061532465235251195 0.0019366945546958456 -1.6848494382793243e-06 -0.030448647740828724 -0.002174903412355501 0 running
4050 2.3472160734220724 0.00062126966374706223 0.02 113.90639400000001 0.10296396067341608 0.14671362221281303 0.13881910035814393 0.056915552795684998 0 0.094725267329773155 nan nan nan nan nan nan nan nan nan nan 2.233878304078174 1.6518879714733674 1.29835563597736 0 1.2235603647938205 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 0 10 8 4 3 0 0.00062126966374706223 0.00062126966374706223 0.0019114126153081216 -9.6972817702238226e-07 -0.017756755337976625 -0.0012683396683374683 0 running
4060 2.3534602725595786 0.00062685899058323696 0.02 114.101759 0.10281284503522711 0.14647691765928036 0.13870711744544706 0.056680557076580276 0 0.09457572697943166 nan nan nan nan nan nan nan nan nan nan 2.1717487921404484 1.6825821520334445 1.2657708372772265 0 1.2061669843292506 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 0 10 8 4 3 0 0.00062685899058323696 0.00062685899058323696 0.0018859462199559804 -1.3745926028728425e-06 -0.025510134138860104 -0.0018221524404138721 0 running
4070 2.3597595269926703 0.00063235119225886081 0.02 114.269338 0.10269537390621543 0.14629584274877805 0.13864442063336727 0.056442763169381224 0 0.094451916953309303 nan nan nan nan nan nan nan nan nan nan 2.1154877505313809 1.7122747086486101 1.234555483361425 0 1.2112904120599994 nan nan nan nan nan nan nan nan nan nan 0 9 0 9329 0 5 26 8 3 0 0.00063235119225886081 0.00063235119225886081 0.0018624726806430213 -2.7032154741616836e-06 -0.050799425129339368 -0.0036285303702124575 0 running
4080 2.366110114272542 0.00063727820803573005 0.02 114.444675 0.10259323066041985 0.14614275484473097 0.13860341207939944 0.056199777097418122 0 0.094338906646473986 nan nan nan nan nan nan nan nan nan nan 2.0650124179634997 1.7393258463407446 1.2048997214838502 0 1.2142006864395372 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 0 10 8 4 3 0 0.00063727820803573005 0.00063727820803573005 0.0018546290289505913 -1.2956277957262838e-06 -0.024450697198566164 -0.0017464783731701212 0 running
4090 2.3725083778156941 0.00064177262343070374 0.02 114.66693100000001 0.10249101498563455 0.14599353461501613 0.13856098058399408 0.055951809859347459 0 0.094224085284004569 nan nan nan nan nan nan nan nan nan nan 2.0415558610993978 1.7621745646793177 1.1768597951997908 0 1.2181857363871194 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 5 5 8 3 3 0 0.00064177262343070374 0.00064177262343070374 0.0018449450333760213 -1.0959697982620105e-06 -0.020791374379581444 -0.0014850981715380993 0 running
4100 2.3789490318887254 0.00064574077358622915 0.02 114.863494 0.10237753992294239 0.14582964260637662 0.13850174176232344 0.055698727853698095 0 0.094098023278638185 nan nan nan nan nan nan nan nan nan nan 2.0387818048263417 1.7801547514663143 1.1554759155537262 0 1.2302952484799019 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 5 5 8 3 3 0 0.00064574077358622915 0.00064574077358622915 0.0018365577599135064 -1.421119122733006e-06 -0.027082823273405845 -0.0019344873787143163 0 running
4110 2.3854256646999947 0.00064906127516081908 0.02 115.051817 0.10225018377738601 0.14564604659251504 0.13842035011482787 0.055445749785613077 0 0.093959060389707319 nan nan nan nan nan nan nan nan nan nan 2.0317317069133676 1.7932977869797482 1.1532026006598226 0 1.2378572722637331 nan nan nan nan nan nan nan nan nan nan 0 9 0 9334 26 0 0 2 2 0 0.00064906127516081908 0.00064906127516081908 0.0018449717010826968 -3.7595232931612869e-07 -0.003761547147144858 -0.00026868193936545532 0 running
4120 2.3919312342465195 0.00065176626382777356 0.02 115.238561 0.10210835097409919 0.14544245742990006 0.13831143107886737 0.055200999726396929 0 0.093807600609560809 nan nan nan nan nan nan nan nan nan nan 2.0212092527784398 1.8014379282899715 1.1482805007889998 0 1.2409480999609264 nan nan nan nan nan nan nan nan nan nan 0 9 0 9347 0 0 13 3 3 0 0.00065176626382777356 0.00065176626382777356 0.0018509828896378694 -1.7111244311761998e-06 -0.010532395349210714 -0.00075231395430935897 0 running
4130 2.3984600790052171 0.00065374822988389664 0.02 115.44465700000001 0.10195031955480247 0.14521869050074435 0.13816996890272337 0.054966253561090757 0 0.093641021346197673 nan nan nan nan nan nan nan nan nan nan 2.0124151631551301 1.8041075075675121 1.1411263681290351 0 1.2397645349334654 nan nan nan nan nan nan nan nan nan nan 0 9 0 9321 39 0 0 3 3 0 0.00065374822988389664 0.00065374822988389664 0.0018441085617745044 -4.9408308074698469e-07 -0.0048344991166479724 -0.00034532136583945232 0 running
4140 2.4050092817955324 0.00065578248519589815 0.02 115.68628 0.1017762344148827 0.14497676519631267 0.13799464073900819 0.054742323192607127 0 0.09345856937898854 nan nan nan nan nan nan nan nan nan nan 2.001369868760726 1.8012829504153856 1.1324515855506654 0 1.2345813006081734 nan nan nan nan nan nan nan nan nan nan 0 9 0 9321 26 0 13 5 4 0 0.00065578248519589815 0.00065578248519589815 0.0018420492219445451 -1.8922051950790228e-06 -0.011741393827998695 -0.00083867098859967805 0 running
4150 2.4115759913471209 0.00065737097593697273 0.02 115.88231 0.10158947468634519 0.14472105862789841 0.13779072343189519 0.054529610750684902 0 0.093263927176331182 nan nan nan nan nan nan nan nan nan nan 1.9839881710083442 1.7937805369876454 1.123278340141094 0 1.2257577907711241 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 5 5 8 3 3 0 0.00065737097593697273 0.00065737097593697273 0.0018420683313888719 -1.3771812698916937e-06 -0.026166968713356459 -0.0018690691957845762 0 running
4160 2.4181593653934201 0.00065902540985859177 0.02 116.12093900000001 0.1013962470933719 0.14445814629691819 0.13756925503706285 0.05432821294496052 0 0.093064407473068933 nan nan nan nan nan nan nan nan nan nan 1.9677359191286117 1.7828515312160582 1.1147792422513452 0 1.2137580766075358 nan nan nan nan nan nan nan nan nan nan 0 9 0 9342 0 5 13 5 3 0 0.00065902540985859177 0.00065902540985859177 0.0018414980918994863 -1.8235991673244511e-06 -0.034659808266828698 -0.0024757005931016576 0 running
4170 2.424757780227504 0.00066044248374332861 0.02 116.330196 0.10120348617378397 0.14419521929376702 0.13734300576468808 0.054137851489558644 0 0.092867963286992608 nan nan nan nan nan nan nan nan nan nan 1.9546061619087305 1.7694787676582178 1.1078985551444309 0 1.1991607134441391 nan nan nan nan nan nan nan nan nan nan 0 9 0 9360 0 0 0 0 0 0 0.00066044248374332861 0.00066044248374332861 0.0018497527045503079 6.8888424224061699e-08 0.00065129026207964749 4.6520733054806617e-05 0 running
4180 2.4313696379122889 0.00066179479714149501 0.02 116.559015 0.101016079413929 0.14393750825453822 0.13712131387640775 0.053957628340814544 0 0.092679851332007346 nan nan nan nan nan nan nan nan nan nan 1.940821113867798 1.7542328244081773 1.1029145753898302 0 1.1826319175653868 nan nan nan nan nan nan nan nan nan nan 0 9 0 9329 0 0 31 9 3 0 0.00066179479714149501 0.00066179479714149501 0.0018317598721044118 -3.3784724017571827e-06 -0.064553512574116623 -0.004610965188733821 0 running
4190 2.4379929803299656 0.00066294881545351093 0.02 116.744219 0.10083708682089999 0.14368905245654454 0.13690982384927325 0.053786583519844514 0 0.092502703547478929 nan nan nan nan nan nan nan nan nan nan 1.9250527444617584 1.7372343261065781 1.0992235372780388 0 1.1648729713348502 nan nan nan nan nan nan nan nan nan nan 0 9 0 9347 0 0 13 3 3 0 0.00066294881545351093 0.00066294881545351093 0.0018451611932275623 -2.5883664043076578e-06 -0.016495554793895535 -0.0011782539150937048 0 running
